Agent Name,Agent Address,Agent City,FY 21 Net Sales
G & J LIQUORS,87 SOUTHBRIDGE STREET,AUBURN,"$563,702.75 "
GALAXY NEWSTAND,385 SOUTHBRIDGE ST,AUBURN,"$635,940.75 "
GRAFTON STREET CONVENIENCE,860 SOUTHBRIDGE STREET,AUBURN,"$6,914.50 "
GREIGE SUMMIT,321 SOUTHBRIDGE STREET,AUBURN,"$1,323,783.00 "
HALLIGAN'S ROYAL LOUNGE,889 SOUTHBRIDGE ST,AUBURN,"$176,072.75 "
HONEY FARMS 3802,714 SOUTHBRIDGE ST,AUBURN,"$1,611,935.50 "
JACK'S VARIETY,567 SOUTHBRIDGE ST UNIT 14,AUBURN,"$487,615.00 "
KANE SHELL FOODMART,380 SOUTHBRIDGE ST,AUBURN,"$2,853,099.00 "
MASS DISCOUNT LIQUORS,844 SOUTHBRIDGE ST,AUBURN,"$284,659.25 "
ONE STOP,151 AUBURN ST,AUBURN,"$425,184.75 "
ROUTE 20 SHELL,310 WASHINGTON STREET,AUBURN,"$1,072,748.50 "
RTE 12 SHELL #4003,611 SOUTHBRIDGE ST,AUBURN,"$405,957.00 "
SHAWS 4471,368 SOUTHBRIDGE ST,AUBURN,"$509,415.50 "
TROY'S SPORT BAR,125 OXFORD STREET N,AUBURN,"$826,488.75 "
V & D VARIETY,143 N OXFORD ST,AUBURN,"$748,480.25 "
AUBURNDALE MARKET,345 AUBURN STREET,AUBURNDALE,"$1,335,180.25 "
AUBURNDALE SPIRITS,2102 COMMONWEALTH AV,AUBURNDALE,"$165,814.00 "
SPEEDWAY #2426,2370 COMM AVE,AUBURNDALE,"$699,015.00 "
STAR MKT 4568,2040 COMM  AVE,AUBURNDALE,"$396,692.00 "
A-1 MARKET,85 E MAIN ST,AVON,"$2,451,973.25 "
AVON GAS AND SERVICE,284 E MAIN ST,AVON,"$84,974.25 "
AVON VARIETY,490 W MAIN ST     SU 1,AVON,"$148,318.25 "
BEN'S POUR HOUSE,39 EAST MAIN STREET,AVON,"$224,740.00 "
BIG JIMS LIQUORS,155 EAST MAIN ST,AVON,"$282,738.75 "
SHOOTERS,36 E MAIN ST,AVON,"$199,364.75 "
TOWN FOOD MART,17 NORTH MAIN ST,AVON,"$2,796,287.00 "
VFW POST 8892,263 E MAIN ST,AVON,"$135,216.75 "
AYER CONVENIENCE,60 PARK STREET,AYER,"$1,262,145.50 "
AYER GULF,20-30 PARK ST,AYER,"$681,782.00 "
AYER PACKAGE STORE,48 MAIN ST,AYER,"$50,921.00 "
AYER SHOP AND SAVE,22 FITCHBURG RD,AYER,"$410,628.25 "
BARNUM  ROAD LIQUORS,1 BARNUM RD,AYER,"$170,542.25 "
CARLIN'S RESTAURANT,5-7 DEPOT SQ,AYER,"$65,949.00 "
CHUNG GE ORIENTAL MARKET,210 D W MAIN ST,AYER,"$54,567.50 "
DEVENS VARIETY STR,210 WEST MAIN STREET UNIT 12,AYER,"$447,443.75 "
G W  ARCHER,70 MAIN ST,AYER,"$742,654.00 "
JACK O'LANTERN,2 LITTLETON RD,AYER,"$518,626.25 "
MR MIKE'S 309,27 HARVARD RD,AYER,"$24,486.75 "
NASHOBA RESTAURANT,14 CENTRAL AVE,AYER,"$496,106.75 "
PAULINES VARIETY,67 E MAIN ST,AYER,"$1,769,528.50 "
THE VINEYARD,63 PARK ST,AYER,"$92,997.00 "
TINY'S RESTAURANT,2 GROTON-SCHOOL RD,AYER,"$445,602.25 "
CUMBERLAND #6687,35 ELM ST,BALDWINVILLE,"$1,775,912.75 "
THIRSTY TURTLE PUB,15 CENTRAL ST,BALDWINVILLE,"$167,369.00 "
VILLAGE LIQUOR & MINI MART,7 ELM ST,BALDWINVILLE,"$359,717.75 "
BARNSTABLE MARKET,3220 MAIN STREET,BARNSTABLE,"$172,431.50 "
MID CAPE SERVICE CENTER,2145 IYANNOUGH RD,BARNSTABLE,"$1,711,404.75 "
OLD VILLAGE STORE,2455 MEETINGHOUSE WAY,BARNSTABLE,"$72,366.75 "
SEVEN G LIQUOR SHOP,990 RT 6A,BARNSTABLE,"$761,196.50 "
APPLEGREEN BARRE,2 SUMMER STREET,BARRE,"$483,899.75 "
BARRE FAMILY PHARMACY,547 SUMMER ST,BARRE,"$46,848.25 "
BARRE FOOD INC,596 SUMMER ST,BARRE,"$3,360.00 "
BARRE GENERAL STORE,540 VERNON AVENUE,BARRE,"$391,547.25 "
BRUSO LIQUOR MART,15 EXCHANGE ST,BARRE,"$378,589.25 "
HIGH TIDES SEAFOOD REST,2291 WEST STREET,BARRE,"$43,810.50 "
MARKET PLACE ON THE COMMON,6 MOULTON ST,BARRE,"$1,328,470.00 "
QUABBIN PLAZA LIQUORS,578 SUMMER STREET,BARRE,"$464,234.75 "
THE UPPER DECK SPORTS BAR,377 STETSON RD,BARRE,"$190,055.50 "
VILLAGE MARKET,387 MAIN ST,BARRE,"$625,730.00 "
WHOLESOME FARMERS MARKET,596 SUMMER ST,BARRE,"$74,286.25 "
BECKET GENERAL STORE,3235 MAIN STREET,BECKET,"$70,089.00 "
PAPA BOB'S,71 CHESTER RD,BECKET,"$57,428.50 "
AMERICAN LEGION  #221,357 GREAT ROAD,BEDFORD,"$113,600.00 "
BEDFORD SHELL #4007,358 GREAT RD,BEDFORD,"$942,979.25 "
GREAT ROAD GULF,349 GREAT RD,BEDFORD,"$2,453,390.00 "
LINCOLN LIQUORS,170 GREAT ROAD,BEDFORD,"$387,828.50 "
NORTHSIDE CONVENIENCE,44 NORTH RD,BEDFORD,"$1,243,445.50 "
OLDE BEDFORD PACKAGE,297 GREAT RD,BEDFORD,"$307,780.00 "
STOP & SHOP #088,337 GREAT ROAD,BEDFORD,"$670,908.25 "
SULLIVAN POST 1628 VFW,76 LOOMIS STREET,BEDFORD,"$143,829.50 "
SUNOCO GAS,180 GREAT RD,BEDFORD,"$69,121.00 "
BELCHERTOWN VFW POST 8428,41 OLD PELHAM RD,BELCHERTOWN,"$211,743.50 "
CHECKER'S GENERAL STORE,2 STADLER STREET,BELCHERTOWN,"$803,718.50 "
COLD SPRING DISC LIQUOR,8 PARK ST,BELCHERTOWN,"$145,814.00 "
COUNTRY CROSSROADS,43 FEDERAL ST,BELCHERTOWN,"$127,543.00 "
DIAMOND FOOD MART,1066 FEDERAL ST,BELCHERTOWN,"$672,538.00 "
MCCARTHY'S PUB,5 EAST WALNUT ST,BELCHERTOWN,"$335,234.00 "
MILL VALLEY GOLF LINKS,380 MILL VALLEY RD,BELCHERTOWN,"$49,435.50 "
STOP & SHOP #435,40 GEORGE HANNUM STREET,BELCHERTOWN,"$700,039.25 "
SUNOCO FOOD MART,122 FEDERAL ST,BELCHERTOWN,"$345,892.00 "
THE GRAPEVINE GRILLE,62 TURKEY HILL RD,BELCHERTOWN,"$317,900.00 "
TOWN MART,10 FEDERAL ST,BELCHERTOWN,"$2,404,483.25 "
YE OLDE GROG SHOPPE,32 DEPOT ST,BELCHERTOWN,"$304,940.50 "
140 PUB N CLUB,168 MENDON ROAD,BELLINGHAM,"$33,745.00 "
140 PUB N CLUB,168 MENDON ROAD,BELLINGHAM,"$166,401.50 "
AJ'S MINI MART,137 PULASKI BLVD,BELLINGHAM,"$823,630.50 "
B P SHOP,1052 S MAIN ST,BELLINGHAM,"$1,393,800.75 "
BAMBOO EXPRESS,15 N MAIN ST,BELLINGHAM,"$23,443.50 "
BELLINGHAM GROCERY,19 N MAIN ST,BELLINGHAM,"$1,559,781.00 "
BELLINGHAM MOBIL INC,270 N MAIN ST,BELLINGHAM,"$1,015,650.00 "
BELLINGHAM VFW-7272,940 S MAIN ST,BELLINGHAM,"$213,356.50 "
BOB'S BEER & WINE,220 PULASKI BLVD,BELLINGHAM,"$3,356,916.25 "
CUMBERLAND #0110,459 HARTFORD AVE,BELLINGHAM,"$834,597.25 "
CUMBERLAND #6755,297 PULASKI BLVD,BELLINGHAM,"$926,094.00 "
DENNY'S LIQUOR,110 PULASKI BLVD,BELLINGHAM,"$102,040.75 "
DEVLIN TAVERN,15 N MAIN STREET,BELLINGHAM,"$257,959.00 "
DOUGLAS WINE & SPIRITS,250 HARTFORD AVE,BELLINGHAM,"$21,712.00 "
FIELD'S WINE & SPIRITS,116 MECHANIC ST,BELLINGHAM,"$76,096.00 "
GATEWAY LIQUOR,3 MECHANIC ST,BELLINGHAM,"$98,881.25 "
GRUMPY'S,190 PULASKI BLVD,BELLINGHAM,"$474,919.00 "
HILLTOP FARMS,201 PULASKI BLVD,BELLINGHAM,"$6,451,140.25 "
LARRY'S PACKAGE STORE,264 N MAIN ST,BELLINGHAM,"$728,101.25 "
LIL GENERAL 20,61 SOUTH MAIN ST,BELLINGHAM,"$887,955.00 "
MARKET BASKET #54,274 HARTFORD AVE,BELLINGHAM,"$656,543.50 "
MPG RAPID REFILL 123,205 MECHANIC ST,BELLINGHAM,"$1,138,029.25 "
PENGUIN CONVENIENCE,829 S MAIN ST,BELLINGHAM,"$678,136.50 "
PETE'S BLUEBIRD,93 MENDON ST,BELLINGHAM,"$172,338.50 "
PJ'S BAR & GRILL,191 MECHANIC STREET,BELLINGHAM,"$313,052.00 "
RICHDALE,417 PULASKI BLVD,BELLINGHAM,"$732,053.75 "
ROCK N COAL PIZZA,799 SOUTH MAIN STREET,BELLINGHAM,"$308,745.50 "
SAV MORE CASH,220 SOUTH MAIN STREET,BELLINGHAM,"$293,098.25 "
SPEEDWAY #2475,199 HARTFORD AVE,BELLINGHAM,"$449,178.25 "
STAR WINE & SPIRITS,250 HARTFORD AVE,BELLINGHAM,"$90,516.50 "
STOP & SHOP #430,70 PULASKI BLVD,BELLINGHAM,"$669,016.00 "
VERC ENTERPRISES,300 HARTFORD AVE,BELLINGHAM,"$813,310.50 "
VET'S PACKAGE STORE,240 S MAIN ST,BELLINGHAM,"$394,664.75 "
A & R MARKET,360 TRAPELO RD,BELMONT,"$1,434,832.75 "
BELMONT VARIETY,133 BELMONT ST,BELMONT,"$1,571,896.50 "
HANDY SPA,243 BELMONT STREET,BELMONT,"$2,602,949.25 "
L C'S MARKET,326 TRAPELO ROAD,BELMONT,"$3,022,619.00 "
NINETY THREE FOOD MART,1 CUSHING AVE,BELMONT,"$495,377.00 "
PLEASANT ST STAR K,368 PLEASANT ST,BELMONT,"$118,222.25 "
STAR MKT 2583,535 TRAPELO RD,BELMONT,"$689,165.00 "
THE ZAYTOUN MARKET,62 CONCORD AVE,BELMONT,"$541,489.00 "
WAVERLY SQUARE SERVICE,27 LEXINGTON ST,BELMONT,"$626,823.25 "
AMERICAN LEGION POST 121,80 MYRICKS ST,BERKLEY,"$179,613.00 "
BERKLEY FARMS,539 BERKLEY ST,BERKLEY,"$502,887.00 "
COUNTRYSIDE PACKAGE,130 MYRICKS ST,BERKLEY,"$157,203.25 "
NEW ENGLAND FARMS,145 MYRICKS RD,BERKLEY,"$1,750,660.00 "
THE COMMON CROSSING,11 N MAIN ST,BERKLEY,"$975,497.25 "
BERLIN EXXON,139 COOLIDGE STREET,BERLIN,"$777,725.00 "
BERLIN GENERAL STORE,19 CENTRAL STREET,BERLIN,"$65,949.25 "
BERLIN GENERAL STORE,19 CENTRAL STREET,BERLIN,"$157,474.25 "
BERLIN LIQUORS,3 BASSETT ROAD,BERLIN,"$144,131.75 "
DAIGNEAULT'S LIQUORS,264 WEST ST,BERLIN,"$158,634.00 "
ENERGY NORTH #2121,265 CENTRAL STREET,BERLIN,"$291,460.00 "
SHELL #4005,64 RIVER RD WEST,BERLIN,"$912,642.50 "
THE COUNTRY CORNER STORE,44 CHURCH ST,BERNARDSTON,"$877,372.50 "
7-ELEVEN 40094,131 BRIMBALL AVE,BEVERLY,"$32,848.75 "
ANCHOR PUB & GRILLE,20 CABOT ST,BEVERLY,"$1,062,657.25 "
ANMOL RESTAURANT,258 RANTOUL ST,BEVERLY,"$69,208.00 "
BEVERLY FOOD MART,1 DODGE ST,BEVERLY,"$1,936,460.50 "
BEVERLY FRANCO AMERICAN CLUB,44 PARK ST,BEVERLY,"$401,630.25 "
BEVERLY GAS & MARKET,443 ESSEX STREET,BEVERLY,"$339,035.00 "
BEVERLY LODGE #1309,39 BOW ST,BEVERLY,"$295,483.75 "
BEVERLY SHOP N GO,199 ESSEX ST,BEVERLY,"$3,235,174.25 "
BEVERLY SUNOCO,131 BRIMBAL AVE,BEVERLY,"$565,974.75 "
BEVERLY SUPER PETROLEUM,61 CABOT ST,BEVERLY,"$243,287.25 "
BORAHS CONVENIENCE,175 RANTOUL ST,BEVERLY,"$1,025,268.00 "
CABOT CONVENIENCE,389 CABOT STREET,BEVERLY,"$1,374,324.00 "
CHRISPY'S LIQUORS,335 RANTOUL ST,BEVERLY,"$738,546.25 "
CORNER VARIETY STORE,84 HALE ST,BEVERLY,"$373,305.50 "
CROSSING CORNER MARKET,43 BECKFORD ST,BEVERLY,"$766,303.00 "
DEPOT LIQUORS,23 ENON ST,BEVERLY,"$166,798.75 "
E J CABOTS,282 CABOT STREET,BEVERLY,"$37,324.00 "
ELLIOTT BEER & WINE,242 ELLIOTT ST,BEVERLY,"$133,180.25 "
FAST FREDDIES,44 DODGE ST,BEVERLY,"$765,823.50 "
FIBBER MCGEE'S,104 CABOT ST,BEVERLY,"$226,295.25 "
GLORIA FOOD STORE,268 RANTOUL ST,BEVERLY,"$89,155.00 "
HERMAN A SPEAR POST 331,3 JUDSON ST,BEVERLY,"$510,952.00 "
IR FUEL,491 CABOT ST,BEVERLY,"$451,130.25 "
ITALIAN COMM CENTER,304 RANTOUL ST,BEVERLY,"$688,540.00 "
JACOBS CORNER,278 RANTOUL ST,BEVERLY,"$213,242.00 "
JAY SQUARE,500 CUMMINGS CNTR #1640,BEVERLY,"$312,688.50 "
JAY SQUARE,100 CUMMINGS CENTER SUITE 106K,BEVERLY,"$367,617.00 "
MPG #120,RTE 128 N REST AREA,BEVERLY,"$1,031,457.75 "
ONE STOP MARKET,174 RANTOUL ST,BEVERLY,"$1,356,171.50 "
ONE STOP MARKET,311 CABOT ST,BEVERLY,"$2,593,179.75 "
QUICK MART,246 ELLIOT STREET,BEVERLY,"$2,165,490.00 "
RYAL SIDE LIQUORS,146 BRIDGE ST,BEVERLY,"$26,327.50 "
RYAL SIDE LIQUORS,146 BRIDGE ST,BEVERLY,"$452,814.75 "
SCHOONER HANNAH BEER & WINE,52 CABOT STREET,BEVERLY,"$1,029,225.75 "
SHAWS 4496,71 DODGE ST,BEVERLY,"$673,636.50 "
SONNYS MOBIL,453 ESSEX ST,BEVERLY,"$825,576.00 "
SPEEDWAY #2450,295 CABOT ST,BEVERLY,"$368,096.75 "
SPEEDWAY #2451,38 ENON ST,BEVERLY,"$386,540.00 "
STOP & SHOP #032,RT 1A ENON ST,BEVERLY,"$499,413.25 "
STOP & SHOP #081,224 ELLIOTT ST,BEVERLY,"$1,115,832.00 "
T D FAMILY MARKET,409 CABOT STREET,BEVERLY,"$1,026,942.50 "
UNION CLUB,141 CABOT ST,BEVERLY,"$548,433.50 "
VITTORI-ROCCI POST56,143 BRIMBAL AVE,BEVERLY,"$643,290.25 "
WOODBERY FOOD MARKET,157 ESSEX STREET,BEVERLY,"$200,462.00 "
129 LIQUORS,252 SALEM RD,BILLERICA,"$186,113.00 "
7-ELEVEN 11510-D,826 BOSTON ROAD,BILLERICA,"$197,954.50 "
7-ELEVEN 11510-D,826 BOSTON ROAD,BILLERICA,"$1,588,483.25 "
ALLTOWN #2743,1 REPUBLIC RD,BILLERICA,"$823,679.25 "
AUGUSTA LIQUORS,599 BOSTON ROAD,BILLERICA,"$647,059.00 "
BEER WINE & MORE,816 BOSTON ROAD,BILLERICA,"$467,956.50 "
BELL FOOD MART,852 BOSTON RD,BILLERICA,"$40,459.25 "
BELL FOOD MART,852 BOSTON RD,BILLERICA,"$2,002,912.75 "
BILLERICA SMOKE SHOP,480 BOSTON RD #108,BILLERICA,"$491,901.50 "
BOSTON RD MOBIL,441 BOSTON RD,BILLERICA,"$939,466.50 "
CENTER CAFE,432 BOSTON RD,BILLERICA,"$711,027.50 "
DELI MART,258 SALEM RD,BILLERICA,"$1,716,731.50 "
EAST BILLERICA SHELL,320 SALEM ROAD,BILLERICA,"$102,794.50 "
FILL N CHILL,653 BOSTON RD,BILLERICA,"$1,120,738.50 "
GAS CITY,221 ANDOVER RD,BILLERICA,"$354,688.75 "
GEORGIO'S LIQUORS,480 BOSTON RD,BILLERICA,"$294,739.75 "
JIM'S QUICK STOP,502 BOSTON RD,BILLERICA,"$1,816,817.25 "
KMART 3288,484 BOSTON RD,BILLERICA,"$103,326.75 "
LODGE OF ELKS #2071,14 WEBB BROOK ROAD,BILLERICA,"$666,190.25 "
MARKET BASKET #07,700 BOSTON ROAD,BILLERICA,"$620,913.50 "
MARKET BASKET #17,496 BOSTON ROAD,BILLERICA,"$684,548.00 "
NEWTOWNE GRILLE,838 BOSTON RD,BILLERICA,"$1,073,970.00 "
OCONNOR TRUE VALUE HARDWARE,446 BOSTON RD,BILLERICA,"$412,689.25 "
ONE BRIDLE MARKET,1 BRIDLE RD,BILLERICA,"$2,160,783.50 "
ONE STOP,722 BOSTON ROAD,BILLERICA,"$14,089.00 "
PACE,261 BOSTON ROAD,BILLERICA,"$1,042,447.50 "
PINEHURST TAVERN,786 BOSTON ROAD,BILLERICA,"$117,316.00 "
PIZZA MIA,758 BOSTON ROAD,BILLERICA,"$336,153.50 "
PURPLE BAMBOO RESTAURANT,265 BOSTON RD,BILLERICA,"$11,658.00 "
RITE AID 10110,467 BOSTON RD,BILLERICA,"$71,161.25 "
ROUTE 3A SHELL,760 BOSTON RD,BILLERICA,"$165,842.75 "
SHOP N GO,326 SALEM ROAD,BILLERICA,"$1,576,274.25 "
STELIOS FAMILY RESTAURANT,293 BOSTON ROAD,BILLERICA,"$937,205.25 "
TILTED KILT,15 MIDDLESEX TURNPIKE,BILLERICA,"$333,240.25 "
TOWNE WINE & SPIRITS,700 BOSTON ROAD,BILLERICA,"$663,130.50 "
TURNPIKE MARKET,509 MIDDLESEX TRNPIKE,BILLERICA,"$226,715.50 "
TURNPIKE MOBIL,612 MIDDLESEX TPKE,BILLERICA,"$1,309,013.50 "
ANDERSON'S VARIETY,266 BLACKSTONE ST,BLACKSTONE,"$987,748.25 "
BLACKSTONE PARK N SHOP,2 MAIN ST,BLACKSTONE,"$379,247.25 "
BLACKSTONE SMOKE SHOP,2 MAIN ST,BLACKSTONE,"$1,824,739.25 "
CUMBERLAND #0190,1 MAIN ST,BLACKSTONE,"$800,881.75 "
D & H VARIETY,1210 SOCIAL ST,BLACKSTONE,"$749,819.00 "
EMMANUEL MART,63 MAIN ST,BLACKSTONE,"$322,233.50 "
FAMILY GROCER,202 MAIN ST,BLACKSTONE,"$915,276.25 "
MAIN ST DISCOUNT LIQUORS,157 MAIN ST,BLACKSTONE,"$282,727.75 "
MILLERVILLE MEN'S CLUB,8 LLOYD ST,BLACKSTONE,"$259,767.50 "
RICHDALE,114 MAIN ST,BLACKSTONE,"$849,820.75 "
ROAST HOUSE,3 FARM ST,BLACKSTONE,"$221,378.00 "
THE WALKER'S PUB,88 CANAL STREET,BLACKSTONE,"$124,152.50 "
THRIFTY DISCOUNT LIQUORS,97 MAIN ST,BLACKSTONE,"$255,389.25 "
ALLTOWN #850,29 1 EAST MASS PIKE,BLANDFORD,"$262,874.00 "
ALLTOWN #851,29 1 WEST MASS PIKE,BLANDFORD,"$304,019.00 "
COUNTRY CUPBOARD INC,476 MAIN ST,BOLTON,"$1,150,367.75 "
DAIGNEAULT'S LIQUORS,25 FORBUSH MILL RD,BOLTON,"$50,324.00 "
FOTINI'S,544 WATTAQUADOCK HILL RD,BOLTON,"$127,476.50 "
TWIN SPRINGS GOLF COURSE,295 WILDER RD,BOLTON,"$12,601.00 "
CONVENIENCE PLUS #3714,86 S MAIN ST,BONDSVILLE,"$782,863.50 "
ST MARYS LYCEUM INC,3036 HIGH ST,BONDSVILLE,"$126,072.50 "
7-ELEVEN 25404,464 HANOVER ST,BOSTON,"$66,179.50 "
7-ELEVEN 32442-B,722 HUNTINGTON AVE,BOSTON,"$599,248.00 "
7-ELEVEN 32457-C,55 BERKLEY ST,BOSTON,"$726,195.50 "
7-ELEVEN 32460-D,119 JERSEY ST,BOSTON,"$792,821.75 "
7-ELEVEN 32463,252 W NEWTON ST,BOSTON,"$1,218,821.75 "
7-ELEVEN 32464-B,70 E INDIA ROW,BOSTON,"$7,928.00 "
7-ELEVEN 32466-B,261 DARTMOUTH ST,BOSTON,"$1,789,503.50 "
7-ELEVEN 32476,91-99 CAUSWAY ST,BOSTON,"$1,178,075.50 "
7-ELEVEN 32480-B,8 PARK PLAZA,BOSTON,"$1,557,677.00 "
7-ELEVEN 33058-C,50 SUMMER ST,BOSTON,"$1,697,703.75 "
7-ELEVEN 33362-C,10 MILK ST,BOSTON,"$1,018,565.50 "
7-ELEVEN 33392-C,125 TREMONT ST,BOSTON,"$467,001.00 "
7-ELEVEN 33445-B,200 SEAPORT BLVD,BOSTON,"$1,380,043.50 "
7-ELEVEN 33467-A,1747 WASHINGTON ST,BOSTON,"$447,863.75 "
7-ELEVEN 33519-E,103 STATE ST,BOSTON,"$1,143,254.50 "
7-ELEVEN 33615,532 COMMONWEALTH AVE,BOSTON,"$937,839.75 "
7-ELEVEN 34418-H,342 HANOVER ST,BOSTON,"$1,079,031.25 "
7-ELEVEN 35276-A,872 COMM AVE,BOSTON,"$282,069.25 "
7-ELEVEN 35659-A,3 CENTER PLAZA,BOSTON,"$880,671.00 "
7-ELEVEN 37344,717 BOYLSTON ST,BOSTON,"$100,770.50 "
7-ELEVEN 37344,717 BOYLSTON ST,BOSTON,"$734,877.00 "
7-ELEVEN 37369,141 MASS AVE,BOSTON,"$627,679.25 "
7-ELEVEN 37371,122-128 CAMBRIDGE ST,BOSTON,"$1,401,605.50 "
7-ELEVEN 37423,177 STATE ST,BOSTON,"$414,413.50 "
7-ELEVEN 37423,177 STATE ST,BOSTON,"$575,939.75 "
A & Q'S PLACE,19 STANIFORD ST,BOSTON,"$123,086.75 "
ADAM'S CONVENIENT,120 BLACKSTONE ST,BOSTON,"$502,398.00 "
ADELA SNACK PLACE,10 PARK PLAZA,BOSTON,"$370,976.50 "
ALLTOWN #660,510 PARK DR,BOSTON,"$270,726.75 "
ALMANY MARKET,1053-1055 TREMONT STREET,BOSTON,"$501,595.75 "
BASEBALL TAVERN INC,1270 BOYLSTON ST,BOSTON,"$268,231.25 "
BEACON HILL MARKET,55 ANDERSON ST,BOSTON,"$119,870.75 "
BEYENES FOOD BASKET,ONE CONGRESS ST,BOSTON,"$2,919,804.75 "
BIDDY EARLY'S,141 PEARL STREET,BOSTON,"$397,277.00 "
BNC MARKET,226 WASHINGTON ST,BOSTON,"$19,662.25 "
BOB'S GROCERY STORE,160 ENDICOTT ST,BOSTON,"$917,440.25 "
BOSTON NEWS CAFE,28 STATE ST,BOSTON,"$149,858.50 "
BOSTON NEWS CAFE EXPRESS,20 WINTHROP SQ,BOSTON,"$1,187,076.50 "
BROAD STREET PAULIE'S,64 BROAD ST,BOSTON,"$161,466.75 "
BROTHER LIQUOR  STORE,616 SHAWMUT AVE,BOSTON,"$82,841.25 "
BROTHERS MINI MARKET,802 A TREMONT STREET,BOSTON,"$139,988.75 "
CAFE 1010,1010 MASSACHUSETTS AVENUE,BOSTON,"$51,363.50 "
CAFFE PARADISO,255-253 HANOVER ST,BOSTON,"$216,356.00 "
CAPPY'S CORNER,90A WESTLAND AVE,BOSTON,"$233,427.75 "
CASA CUONG,629 TREMONT ST,BOSTON,"$663,411.75 "
CHANG WING STORE,42 BEACH STREET UNIT 1 C,BOSTON,"$91,972.00 "
CHOICE FOOD STORE,181 MASS AVE,BOSTON,"$708,419.25 "
CINDYS CORNER,600 WASHINGTON ST,BOSTON,"$199,505.00 "
CITGO,914 HUNTINGTON AVENUE,BOSTON,"$699,187.00 "
CITY CONVENIENCE #03,543 COMMONWEALTH AVE,BOSTON,"$88,558.25 "
CITY CONVENIENCE #05,700 ALBANY ST,BOSTON,"$411,914.75 "
CITY PRODUCE,231 HARRISON AVENUE,BOSTON,"$14,186.50 "
CLARENDON WINE CO,563 BOYLSTON ST,BOSTON,"$1,176,466.50 "
COBBLESTONE CONVENIENCE,24 JOY ST,BOSTON,"$86,165.50 "
COLLEGE CONVENIENCE,281 HUNTINGTON AVE,BOSTON,"$1,222,008.50 "
COMMONWEALTH MARKET,1090 COMMONWEALTH AV,BOSTON,"$280,387.50 "
COMMONWEALTH MOBIL,850 COMMONWEALTH AVE,BOSTON,"$240,625.75 "
CONGRESS CARD,230 CONGRESS ST,BOSTON,"$765,860.75 "
CONVENIENCE PLUS,40 WORCESTER SQ,BOSTON,"$3,313,476.50 "
CORNER CAFE INC,87 PRINCE ST,BOSTON,"$452,765.75 "
CORNER PUB OF CHINATOWN,162 LINCOLN STREET,BOSTON,"$377,982.50 "
COURT SQUARE SMOKE SHOP,15 COURT SQ,BOSTON,"$489,027.75 "
D & K,26 KNEELAND STREET,BOSTON,"$828,755.75 "
DARA'S WINE & LIQUORS,750 HUNTINGTON AVE,BOSTON,"$382,897.50 "
DON QUIJOTE MARKET,1639 WASHINGTON ST,BOSTON,"$1,432,633.25 "
ELL-BERN SERVICE,584 COLUMBUS AVENUE,BOSTON,"$206,855.25 "
EOM NEWSSTAND,201 WASHINGTON ST,BOSTON,"$80,234.25 "
FENWAY MARKET,76 KILMARNOCK STREET,BOSTON,"$65,777.50 "
FENWAY MARKET,76 KILMARNOCK STREET,BOSTON,"$104,149.25 "
FENWAY MARKET,76 KILMARNOCK STREET,BOSTON,"$576,822.75 "
FOOD BASKET,563 COLUMBUS AVE,BOSTON,"$653,665.00 "
FORT POINT MARKET,369 CONGRESS ST,BOSTON,"$215,987.00 "
FORTUNE MARKET,40 HARRISON AVE #1B,BOSTON,"$2,372,497.25 "
FUENTES MARKET AND LIQUOR,676-680 PARKER STREET,BOSTON,"$1,314,341.75 "
GIORGIANA'S,532 TREMONT ST,BOSTON,"$201,989.75 "
GIOVANNIS MARKET,624 COLUMBUS AVE,BOSTON,"$618,268.75 "
GLOBAL NEWSSTAND,100 HUNTINGTN AVE- K002B,BOSTON,"$186,771.75 "
GOLDEN GOOSE MARKET,179 COMMERCIAL ST,BOSTON,"$373,810.75 "
HEMENWAY VARIETY,95 WESTLAND AVE,BOSTON,"$623,645.25 "
H-H CONVENIENCE STORE,423 WASHINGTON ST (T STATION),BOSTON,"$693,328.25 "
HOLLYWOOD MARKET,137 PEARL STREET,BOSTON,"$578,777.50 "
HUNTINGTON MARKET,818 HUNTINGTON AVE,BOSTON,"$695,014.75 "
J R 'S  HIDEAWAY,29A FOOD MART RD,BOSTON,"$506,557.50 "
JOBI LIQUORS INC,170 CAMBRIDGE ST,BOSTON,"$327,268.50 "
KASHVI SHENAYA VARIETY,8 BEACON ST,BOSTON,"$1,210,783.75 "
KEY WORKS,235 A WASHINGTON ST,BOSTON,"$1,150,805.50 "
KNEELAND STORE,58 KNEELAND ST,BOSTON,"$1,807,479.00 "
KOK WA,8A TYLER ST,BOSTON,"$1,017,411.75 "
KS TOKEN GIFT SHOP,42 BEACH ST,BOSTON,"$18,694.25 "
LAMBERT MARKETPLACE,140 TREMONT ST,BOSTON,"$214,622.50 "
LANDMARK TDB GARDEN,100 LEGENDS WAY,BOSTON,"$64,161.75 "
LANDMARK TDB GARDEN,100 LEGENDS WAY,BOSTON,"$3,302,385.50 "
LASKERS VARIETY,67 APPLETON STREET,BOSTON,"$568,383.25 "
LIRIANO GROCERY,1813 WASHINGTON STREET,BOSTON,"$1,416,525.50 "
LUCKY SUN,210 HARRISON AVE,BOSTON,"$1,089,751.25 "
