Agent Name,Agent Address,Agent City,FY 21 Net Sales
DAY SQUARE LIQUORS,288 BENNINGTON STREET,E BOSTON,"$155,644.50 "
DELICIOUS MARKET,6 A BROOK STREET,E BOSTON,"$417,461.50 "
EAGLE HILL CONVENIENCE STORE,215 TRENTON ST,E BOSTON,"$578,719.25 "
EAST BOSTON CORNER MARKET,233 LONDON STREET,E BOSTON,"$689,766.75 "
EAST BOSTON MARKET,290 MERIDIAN ST,E BOSTON,"$214,543.75 "
EAST BOSTON SHELL,52 MERIDIAN ST,E BOSTON,"$1,855,262.50 "
EAST BOSTON VARIETY,3 GLADSTONE ST,E BOSTON,"$696,860.50 "
EAST COAST VARIETY,67 BENNIGTON ST,E BOSTON,"$1,835,728.25 "
EB GAS,331 BENNINGTON STREET,E BOSTON,"$239,064.00 "
EDDIE C'S,34 MAVERICK SQ,E BOSTON,"$213,790.00 "
EL CONDOR MARKET,337 PARIS STREET,E BOSTON,"$1,405,912.75 "
ENERGY NORTH #2108,100 SERVICE ROAD,E BOSTON,"$1,236,535.25 "
EZ TELECOM 2,132 MERIDIAN ST,E BOSTON,"$800,757.25 "
FRANKIES LAUNDRYMAT,411 MERIDIAN ST,E BOSTON,"$320,425.50 "
GREAT CORNER MARKET,399 SARATOGA ST,E BOSTON,"$1,338,420.25 "
HUDSON NEWS,300 TERM C LOGAN AIRPORT,E BOSTON,"$805,603.50 "
HUDSON NEWS,500 TERMINAL E LOGAN,E BOSTON,"$963,026.50 "
HUDSON NEWS,200 TERMINAL B LOGAN AIRPORT,E BOSTON,"$1,108,762.00 "
I LIQUOR,11 BENNINGTON STREET,E BOSTON,"$227,815.75 "
J K MARKET II,232 SUMNER ST,E BOSTON,"$1,176,859.00 "
JEVELI'S RESTAURANT,387 CHELSEA ST,E BOSTON,"$1,008,305.75 "
JK MARKET,140 PRINCETON ST,E BOSTON,"$1,214,927.75 "
KAPPY'S LIQUORS,216 BORDER ST,E BOSTON,"$208,075.25 "
KELLEY SQUARE PUB,84 BENNINGTON ST,E BOSTON,"$383,267.75 "
LA BENDICION SUPERMARKET,32 BENNINGTON ST,E BOSTON,"$2,465,635.50 "
LA ESPERANZA MARKET,238 MERIDIAN STREET,E BOSTON,"$379,352.25 "
LA TERRAZA,19 BENNINGTON ST,E BOSTON,"$224,678.00 "
LANZILLIS FUEL,931 BENNINGTON ST,E BOSTON,"$7,200,370.50 "
LAS PALMAS MARKET,13 CHELSEA ST,E BOSTON,"$328,234.00 "
LATIN ENVIOS,123 MAVERICK STREET,E BOSTON,"$172,971.00 "
LATINO MARKET,286 MERIDIAN STREET,E BOSTON,"$36,003.50 "
LITTLE ASIA RESTAURANT,991 BENNINGTON ST,E BOSTON,"$1,542,328.75 "
MAVERICK MULTISERVICE,24 CHELSEA ST,E BOSTON,"$117,421.50 "
MAVERICK ST MARKET,205 MAVERICK ST,E BOSTON,"$2,400,791.75 "
MERIDIAN CORNER MART,357 MERIDIAN ST,E BOSTON,"$862,261.50 "
MERIDIAN STREET MOBIL,470 MERIDIAN ST,E BOSTON,"$1,540,730.00 "
MILLION MARKET,99 CHELSEA STREET,E BOSTON,"$766,724.75 "
MOBIL,396 CHELSEA ST,E BOSTON,"$1,029,816.25 "
NAPOLES,1233 BENNINGTON ST,E BOSTON,"$193,331.50 "
NEPTUNE CONVENIENCE,3 NEPTUNE RD,E BOSTON,"$2,038,868.75 "
NEPTUNE LIQUORS,1 NEPTUNE RD,E BOSTON,"$292,008.00 "
NEWSLINK,100 TERMINAL A,E BOSTON,"$692,123.00 "
ORIENT HEIGHTS FOOD,1016 BENNINGTON ST,E BOSTON,"$1,310,570.75 "
POCKETS BILLIARD CLUB,981 BENNINGTON STREET,E BOSTON,"$71,979.50 "
PORTILLO BROTHERS MARKET,60 MAVERICK ST,E BOSTON,"$338,383.50 "
PORTILLO FOOD MARKET,44 BROOKS ST,E BOSTON,"$441,654.50 "
RICHDALE FOOD SHOP,120 BYRON ST,E BOSTON,"$1,164,989.25 "
SAN FRANCISCO DE ASIS MARKET,255 MAVERICK STREET,E BOSTON,"$155,720.50 "
SAN MIGUEL ARCANGEL MARKET.,317 SUMNER ST,E BOSTON,"$85,753.75 "
SARATOGA CONVENIENCE,655 SARATOGA STREET,E BOSTON,"$700,633.00 "
SARATOGA MARKET,16-20 TRIDENT ST,E BOSTON,"$1,510,978.00 "
SAVA'S MARKET,150 BENNINGTON ST,E BOSTON,"$2,204,934.75 "
SAVAS SUPER MARKET,150 BENNINGTON ST,E BOSTON,"$154,094.00 "
SHAWS 1208,246 BORDER ST,E BOSTON,"$461,026.75 "
SUFFOLK DOWNS,111 WALDEMAR AVE,E BOSTON,"$849,046.25 "
SUMNER MARKET,345 SUMNER ST,E BOSTON,"$595,714.25 "
SUPER AHORRO MARKET,300 BENNINGTON STREET,E BOSTON,"$565,119.75 "
TAXI POOL CAFETERIA,56 HARBORSIDE DR B #72,E BOSTON,"$1,475,887.00 "
TESORITO MARKET,465 MERIDIAN ST,E BOSTON,"$315,504.00 "
TESORO  MARKET,188 CHELSEA ST,E BOSTON,"$577,802.75 "
THE CIGAR STORE,1006 BENNINGTON ST,E BOSTON,"$257,392.75 "
THE CORNER MINI MARKET,515 BENNINGTON ST,E BOSTON,"$249,858.75 "
THE STATION GROCERY,9 MAVERICK SQUARE,E BOSTON,"$4,220,968.75 "
TWO BROTHERS MARKET,75 MARION ST,E BOSTON,"$966,725.25 "
VERONICAS FOOD MART,160 TRENTON STREET,E BOSTON,"$681,074.50 "
VINE & BARLEY,326 SUMNER ST,E BOSTON,"$670,914.50 "
WOODYS LIQUORS,1035 SARATOGA ST,E BOSTON,"$424,585.00 "
7-ELEVEN 37460,52 BEDFORD ST,E BRIDGEWATER,"$1,131,955.75 "
ADRIA,436 OAK ST,E BRIDGEWATER,"$99,031.50 "
COMMERCIAL CLUB OF E BRIDGEWAT,1 NIELSON AVENUE,E BRIDGEWATER,"$293,539.00 "
COUNTRY CONVENIENCE,210 POND STREET,E BRIDGEWATER,"$1,146,602.50 "
CUMBERLAND #2299,1055 WASHINGTON ST,E BRIDGEWATER,"$1,105,796.00 "
CUMBERLAND #2365,143 BEDFORD ST,E BRIDGEWATER,"$734,668.75 "
EAST BRIDGEWATER LIQUORS,225 BEDFORD STREET,E BRIDGEWATER,"$246,442.00 "
FIESTA MEXICAN RESTAURANT,34 BEDFORD STREET,E BRIDGEWATER,"$97,699.00 "
HARMONY LIQUORS,150-162 N BEDFORD ST,E BRIDGEWATER,"$755,900.00 "
HI LO GAS RT 18,475 NORTH BEDFORD ST,E BRIDGEWATER,"$1,076,450.50 "
JOPPA MARKET,626 BEDFORD ST,E BRIDGEWATER,"$2,077,368.00 "
KENNY O'BRYAN'S PUB & GRILLE,225 BEDFORD STREET,E BRIDGEWATER,"$639,261.50 "
MARYLOU'S NEWS,117 NO. BEDFORD ST,E BRIDGEWATER,"$112,494.00 "
MOCKINGBIRD RESTAURANT,838 N BEDFORD ST,E BRIDGEWATER,"$38,384.00 "
ONE STOP FOOD MART,650 PLYMOUTH ST,E BRIDGEWATER,"$1,573,454.25 "
RICHDALE LIQUORS,685 NORTH BEDFORD ST,E BRIDGEWATER,"$252,275.50 "
SAMS GULF EXPRESS,117-8 NORTH BEDFORD STREET,E BRIDGEWATER,"$9,970.00 "
TRACKSIDE BAR & GRILLE,579 WEST ST,E BRIDGEWATER,"$30,737.00 "
TRI TOWN CONVENIENCE & LIQUOR,60 FRANKLIN ST,E BRIDGEWATER,"$1,188,197.25 "
YE OLDE STANDISH GRILLE,175 N BEDFORD ST,E BRIDGEWATER,"$183,239.00 "
308 LAKESIDE,308 EAST MAIN ST,E BROOKFIELD,"$439,224.50 "
BAY PATH GOLF COURSE,193 NORTH BROOKFIELD RD,E BROOKFIELD,"$23,449.00 "
CUMBERLAND #6719,550 EAST MAIN ST,E BROOKFIELD,"$1,392,546.50 "
DEPOT DELI,104 PLEASANT STREET,E BROOKFIELD,"$152,619.00 "
DUNNY'S TAVERN,291 E MAIN ST,E BROOKFIELD,"$83,380.00 "
MOBIL MART,134 W MAIN ST,E BROOKFIELD,"$1,525,721.50 "
THAI HOUSE RESTAURANT,355 EAST MAIN STREET,E BROOKFIELD,"$35,430.50 "
7-ELEVEN 37478,439 E FALMOUTH HWY,E FALMOUTH,"$1,462,255.75 "
CUMBERLAND #2346,400 E FALMOUTH HWY,E FALMOUTH,"$445,164.75 "
FALMOUTH FOOD MART,414 EAST FALMOUTH HWY,E FALMOUTH,"$393,573.00 "
FALMOUTH GETTY,94 E FALMOUTH HWY,E FALMOUTH,"$26,384.50 "
GOLDEN SAILS,143 MAIN ST,E FALMOUTH,"$647,030.25 "
PAPA JAKE'S,146 SANDWICH RD,E FALMOUTH,"$969,200.50 "
PIZZA 1 & SUBS 2,735 E FALMOUTH HIGHWAY,E FALMOUTH,"$111,146.00 "
R JS VARIETY,174  SANDWICH RD,E FALMOUTH,"$1,047,750.50 "
RICHDALE FOOD SHOP,439 E FALMOUTH HWY,E FALMOUTH,"$862,998.25 "
SHAWS 603,137 TEA TICKET HWY,E FALMOUTH,"$634,257.25 "
CIRCLE K #7518,4 CHASE RD,E FREETOWN,"$1,122,837.75 "
CROSSROAD LIQUORS,1 CHACE RD,E FREETOWN,"$184,688.25 "
MASON ROAD FOOD MART,1 MASON RD,E FREETOWN,"$859,423.50 "
QUICK PIC MINI MART,1 CHACE ROAD,E FREETOWN,"$1,626,531.00 "
THE POINT,52 COUNTY RD,E FREETOWN,"$158,694.75 "
VFW ORGANIZATION,89 MIDDLEBORO RD,E FREETOWN,"$66,225.00 "
BENTLEY'S BISTRO,53 NORTH MAIN ST,E LONGMEADOW,"$197,201.00 "
BIG Y #14,441 NO MAIN ST,E LONGMEADOW,"$686,839.00 "
C MART II,668 NORTH MAIN ST,E LONGMEADOW,"$1,584,782.75 "
CITY LINE PACKAGE,650 N MAIN ST,E LONGMEADOW,"$1,344,625.50 "
COUNTRYSIDE STORE,334 SOMERS RD,E LONGMEADOW,"$1,347,174.50 "
EMPORIUM NEWSTAND,444 N MAIN STREET,E LONGMEADOW,"$2,524,874.75 "
GUNTHER-ROWLEY POST 293,3 LEGION CT,E LONGMEADOW,"$77,848.50 "
LIGHTHOUSE LIQUORS,199 NORTH MAIN,E LONGMEADOW,"$82,803.75 "
LONGMEADOW SUNOCO #04052,204 N MAIN ST,E LONGMEADOW,"$217,784.50 "
MARIO'S CAFE AMBIANCE,60 SHAKER RD,E LONGMEADOW,"$99,683.75 "
PLANET VAPE,173 SHAKER ROAD,E LONGMEADOW,"$192,916.50 "
PRIDE STATION & STORE,14 CENTER SQUARE,E LONGMEADOW,"$134,988.00 "
PRIDE STATION & STORE,13 N MAIN ST,E LONGMEADOW,"$1,461,136.25 "
PRIDE STATION & STORE,618 N MAIN ST,E LONGMEADOW,"$2,285,792.75 "
SHELL,227 SHAKER ROAD,E LONGMEADOW,"$910,583.00 "
STOP & SHOP #061,470 N MAIN ST,E LONGMEADOW,"$659,708.75 "
SUNNY'S MART,43 MAPLE ST,E LONGMEADOW,"$204,474.25 "
THE MEADOWS,621 NO MAIN ST,E LONGMEADOW,"$6,330.00 "
THE PIZZA SHOPPE,134 SHAKER RD,E LONGMEADOW,"$483,512.00 "
TUDOR HOUSE LIQUORS,161 SHAKER RD,E LONGMEADOW,"$125,699.75 "
ZAIN'S SMOKE SHOP,611 NORTH MAIN STREET,E LONGMEADOW,"$35,889.50 "
KATIES COUNTRY STORE,1922 EAST OTIS RD,E OTIS,"$249,758.50 "
KNOX TRAIL INN,1898 EAST OTIS ROAD,E OTIS,"$168,058.00 "
PAPA'S HEALTHY FOOD & FUEL,2000 E OTIS RD,E OTIS,"$263,095.50 "
AMARO'S SUNOCO,508 MIDDLEBORO AVE,E TAUNTON,"$1,914,048.75 "
HOME PLATE,224 MIDDLEBORO AVE,E TAUNTON,"$1,221,971.00 "
JOE'S GAS,245 CAPE HWY,E TAUNTON,"$1,295,969.25 "
OV'S RESTAURANT,34 OLD COLONY AVE,E TAUNTON,"$64,213.50 "
THE AVENUE WINE & SPIRITS,480 MIDDLEBORO AVE,E TAUNTON,"$200,301.75 "
CUMBERLAND #6705,163 PATRIOTS ST,E TEMPLETON,"$2,607,209.50 "
JK CROSSROADS RESTAURANT,119 PATRIOTS RD,E TEMPLETON,"$401,269.50 "
TEMPLETON SPIRITS,197 PATRIOTS RD,E TEMPLETON,"$491,135.00 "
EAST WALPOLE MARKET & DELI,198 WASHINGTON STREET,E WALPOLE,"$638,823.00 "
EAST WALPOLE PACKAGE,79 PROVIDENCE HWY,E WALPOLE,"$392,683.25 "
7-ELEVEN 32564,3106 CRANBERRY HWY,E WAREHAM,"$1,706,631.50 "
B2B GAS,3199 CRANBERRY HIGHWAY,E WAREHAM,"$71,202.50 "
CRANBERRY HIGHWAY SUNOCO,2889 CRANBERRY HWY,E WAREHAM,"$86,565.75 "
CRANBERRY PLAZA MOBIL,2900 CRANBERRY HIGHWAY,E WAREHAM,"$1,433,658.50 "
CUMBERLAND #2313,1 DEPOT ST,E WAREHAM,"$1,364,428.75 "
FAN CLUB,2859 CRANBERRY HIGHWAY,E WAREHAM,"$466,195.50 "
FAN CLUB INC,2859 CRANBERRY HWY,E WAREHAM,"$441,551.25 "
LINDSEY'S RESTAURANT,3138 CRANBERRY HWY,E WAREHAM,"$1,151,497.50 "
MAYFLOWER LIQUOR,3150 CRANBERRY HWY,E WAREHAM,"$465,553.00 "
NEW ENGLAND SMOKE SHOP,3088 CRANBERRY HWY,E WAREHAM,"$289,831.50 "
OAK GROVE PACKAGE,47 DEPOT STREET,E WAREHAM,"$283,177.00 "
STOP & SHOP #474,2991 CRANBERRY HGWY,E WAREHAM,"$1,200,022.50 "
WAREHAM-NEW BEDFORD LODGE #73,2855 CRANBERRY HIGHWAY,E WAREHAM,"$450,556.25 "
7-ELEVEN 32444-A,585 NORTH ST,E WEYMOUTH,"$1,083,306.25 "
7-ELEVEN 32487-D,1453 COMMERCIAL ST,E WEYMOUTH,"$1,559,877.75 "
B & K LIQUORS,1212 WASHINGTON ST,E WEYMOUTH,"$182,185.75 "
BOSTON CONVENIENCE,1235 WASHINGTON ST,E WEYMOUTH,"$2,460,324.75 "
BRADY'S INC,1516 COMMERCIAL S,E WEYMOUTH,"$358,546.00 "
CANNOLI'S RESTAURANT,920 WASHINGTON ST,E WEYMOUTH,"$367,591.75 "
CENTRAL SQUARE AUTO,565 BROAD ST,E WEYMOUTH,"$354,596.00 "
DONUT KING,411 MIDDLE ST,E WEYMOUTH,"$1,369,444.00 "
E Z MART,1166 WASHINGTON ST,E WEYMOUTH,"$1,135,454.00 "
ELLI'S WINE CELLAR,791 BROAD STREET,E WEYMOUTH,"$82,883.25 "
GRANITE PACKAGE,622  MIDDLE STREET,E WEYMOUTH,"$321,523.50 "
JACKSON SQUARE TAVERN,1530 COMMERCIAL ST,E WEYMOUTH,"$289,531.50 "
KC'S PUB & GRILL,1284 WASHINGTON ST,E WEYMOUTH,"$1,156,645.00 "
LYNN'S VARIETY,915 WASHINGTON ST,E WEYMOUTH,"$3,009,385.25 "
MARYLOU'S NEWS,1212  WASHINGTON ST,E WEYMOUTH,"$126,397.50 "
MINI MARKET,407 MIDDLE ST,E WEYMOUTH,"$1,250,374.50 "
RED ROSE CAFE,800 BROAD ST,E WEYMOUTH,"$280,442.00 "
SHAWS 3413,610 MIDDLE ST,E WEYMOUTH,"$948,445.25 "
WEYMOUTH EAGLES,1338 WASHINGTON ST,E WEYMOUTH,"$346,440.50 "
WEYMOUTH MARKET,784 BROAD STREET,E WEYMOUTH,"$2,821,749.25 "
7-ELEVEN 37381,2360 STATE HIGHWAY,EASTHAM,"$965,468.50 "
CUMBERLAND #6731,4460 STATE HWY,EASTHAM,"$892,574.25 "
EASTHAM SUPERETTE,2475 STATE HWY,EASTHAM,"$273,652.00 "
ORLEANS EASTHAM ELKS,10 MCKOY RD,EASTHAM,"$374,734.00 "
7-ELEVEN 22397-C,97 UNION ST,EASTHAMPTON,"$496,925.50 "
BIG E'S FOODLAND,11 UNION ST,EASTHAMPTON,"$775,240.75 "
BRASS CAT,65 COTTAGE ST,EASTHAMPTON,"$168,127.00 "
COLLEGE HIGHWAY VARIETY,334 MAIN ST,EASTHAMPTON,"$3,394,782.25 "
CUMBERLAND #6764,221 NORTHAMPTON ST,EASTHAMPTON,"$590,655.00 "
EAGLES SPORT BAR,75 COTTAGE STREET,EASTHAMPTON,"$230,388.00 "
EASTHAMPTON MOBIL #04051,124 NORTHHAMPTON ST,EASTHAMPTON,"$247,725.00 "
FERRY STREET PACKAGE,64 FERRY ST,EASTHAMPTON,"$337,915.75 "
GERRY'S VARIETY,139 PLEASANT ST,EASTHAMPTON,"$1,254,600.50 "
GLENDALE GRILL,65 GLENDALE STREET,EASTHAMPTON,"$165,408.25 "
GLENDALE GRILL,65 GLENDALE STREET,EASTHAMPTON,"$177,714.75 "
JIM'S PACKAGE,49 COTTAGE ST,EASTHAMPTON,"$337,064.75 "
OLD COLONY PKG STORE,328 MAIN ST,EASTHAMPTON,"$372,196.25 "
PIZZA HOUSE,66 UNION ST,EASTHAMPTON,"$53,867.00 "
PLEASANT VAR & PKG STORE,42 PLEASANT STREET,EASTHAMPTON,"$287,009.75 "
POLISH PULASKI CLUB,79 MAPLE ST,EASTHAMPTON,"$396,348.25 "
PRIDE STATION & STORE,60 UNION ST,EASTHAMPTON,"$1,666,795.00 "
RITE AID 10053,32 UNION ST,EASTHAMPTON,"$42,895.25 "
THE LEGION CLUB,190 PLEASANT ST,EASTHAMPTON,"$354,813.00 "
UNION MART,123 COTTAGE ST,EASTHAMPTON,"$556,137.50 "
UNION PACKAGE STORE,68 UNION ST,EASTHAMPTON,"$138,073.00 "
VALLEY FARMS STORES,128 NORTHAMPTON RD,EASTHAMPTON,"$1,708,254.50 "
WHISKERZ PUB INC,75 COTTAGE STREET,EASTHAMPTON,"$12,671.00 "
7-ELEVEN 37419,285 WASHINGTON ST,EASTON,"$627,920.25 "
7-ELEVEN 37521,11 COLUMBUS AVE,EASTON,"$1,132,436.25 "
ALLTOWN #2726,491 FOUNDRY ST,EASTON,"$434,324.75 "
BIG Y #108,25 ROBERT DR,EASTON,"$332,989.75 "
E MARKET,285 WASHINGTON STREET,EASTON,"$1,071,903.50 "
EASTON GAS &  CONVENIENCE,200 WASHINGTON ST,EASTON,"$150,306.50 "
EASTON SUNOCO,720 DEPOT ST,EASTON,"$42,437.00 "
HENNESSEY'S PACKAGE,589 WASHINGTON ST,EASTON,"$312,246.25 "
HIGHLAND VARIETY,95 HIGHLAND STREET,EASTON,"$1,996,438.00 "
INDEPENDENT LIQUORS,503 FOUNDRY STREET,EASTON,"$328,992.25 "
POP'S,670 DEPOT ST,EASTON,"$609,402.25 "
SCOTTS FINE WINE & SPIRIT,669 WASHINGTON ST,EASTON,"$178,259.25 "
SHOVELSHOP SPIRITS,282 WASHINGTON ST,EASTON,"$78,739.50 "
AL'S PACKAGE STORE,258 UPPER MAIN ST,EDGARTOWN,"$837,199.75 "
DEPOT MARKET,141 UPPER MAIN ST,EDGARTOWN,"$1,444,671.25 "
SOPHIA'S ONE STOP,199 UPPER MAIN ST,EDGARTOWN,"$431,989.25 "
STOP & SHOP #398,245 VINEYARD HAVEN RD,EDGARTOWN,"$58,140.50 "
STOP & SHOP #422,255 UPPER MAIN ST,EDGARTOWN,"$228,925.00 "
YOUR MARKET,249B VINEYARD HAVEN RD,EDGARTOWN,"$1,566,741.25 "
NORTH EGREMONT COUNTRY STR,223 EGREMONT PLAIN RD,EGREMONT,"$51,267.50 "
FRENCH KING BOWLING,55 FRENCH KING HWY,ERVING,"$349,405.50 "
POCKET SAVER MARKET,5 WEST MAIN STREET,ERVING,"$118,267.50 "
WEATHERHEADS CONVENIENCE,63 FRENCH KING HIGHWAY,ERVING,"$1,133,742.75 "
CAPE ANN GOLF COURSE,99 JOHN WISE AVENUE,ESSEX,"$68,613.00 "
CHEBACCO LIQUOR MART,201 WESTERN AVE,ESSEX,"$190,763.50 "
ENERGY NORTH,156 MAIN ST,ESSEX,"$335,448.00 "
SCHOONER'S MARKET,121 EASTERN AVE,ESSEX,"$1,134,184.75 "
7-ELEVEN 34400-A,543 FERRY ST,EVERETT,"$2,279,343.50 "
7-ELEVEN 37377,280 MAIN ST,EVERETT,"$2,239,591.25 "
7-ELEVEN 37378,188 CHELSEA ST,EVERETT,"$1,100,088.00 "
7-ELEVEN 37518,511 BROADWAY,EVERETT,"$1,355,333.75 "
7-ELEVEN 40081,1894 REVERE BEACH PKY,EVERETT,"$619,868.75 "
8/10 BAR & GRILLE,8 NORWOOD ST,EVERETT,"$170,962.00 "
ALL CHECKS CASHED,1998 REVERE BEACH PKY,EVERETT,"$144,972.00 "
BILL'S VARIETY,141 HANCOCK STREET,EVERETT,"$356,546.25 "
BILL'S VARIETY,141 HANCOCK STREET,EVERETT,"$624,406.75 "
BROADWAY LIQUORS,22 NORWOOD STREET,EVERETT,"$405,514.00 "
BROADWAY MARKET,880 BROADWAY,EVERETT,"$2,426,693.75 "
BROWN DERBY,330-332 FERRY ST,EVERETT,"$311,662.50 "
CAROL'S CAFE,388 MAIN STREET,EVERETT,"$39,089.75 "
CARRANZAS MARKET,415 FERRY ST,EVERETT,"$160,044.25 "
CASELLA'S LIQUOR MART,1940 REVERE BEACH PKWY,EVERETT,"$487,788.50 "
CHAMPIONS CAFE,234 MAIN STREET,EVERETT,"$55,084.00 "
CITGO EXPRESS MART,318 BROADWAY,EVERETT,"$2,113,098.25 "
DAN'S CONVENIENT MART,103 HANCOCK ST,EVERETT,"$1,593,730.25 "
DOLLAR VARIETY,456 BROADWAY,EVERETT,"$1,542,425.75 "
EL VALLE DE LA SULTANA MKT,716 BROADWAY,EVERETT,"$237,816.50 "
ELM STREET MARKET,178 ELM ST,EVERETT,"$1,238,326.25 "
ENCORE,ONE BROADWAY,EVERETT,"$6,499.00 "
EVERETT MINI MART,326 CHELSEA STREET,EVERETT,"$631,787.50 "
EVERETT PACKAGE,741 BROADWAY,EVERETT,"$241,141.00 "
EVERETT SQ CONVENIENCE,445 BROADWAY,EVERETT,"$3,080,421.50 "
EVERETT SUNOCO,1707 REVERE BEACH PKWY,EVERETT,"$540,235.25 "
EVERETT VARIETY STORE,82 MAIN STREET,EVERETT,"$725,172.00 "
FERNANDEZ BROTHERS LIQUORS,409 MAIN ST,EVERETT,"$374,305.00 "
FINE MART CONVENIENCE,180 FERRY ST,EVERETT,"$1,192,462.00 "
FINE MART CONVENIENCE STORE,201 ELM ST,EVERETT,"$1,373,303.25 "
FIORENTINO'S LIQUORS,123 FERRY ST,EVERETT,"$561,084.25 "
GLENDALE PACKAGE,315 FERRY ST,EVERETT,"$1,113,342.50 "
GUYS SMOKE SHOP,423 BROADWAY,EVERETT,"$338,045.75 "
HO WIN PALACE RESTAURANT,22 EVERETT AVENUE,EVERETT,"$227,317.00 "
J S MART,398 MAIN ST,EVERETT,"$2,253,478.00 "
KIM'S CONVENIENCE,570 BROADWAY,EVERETT,"$415,471.25 "
KIPO'S MARKET,42 BRADFORD STREET,EVERETT,"$1,176,856.75 "
LAS PALMAS MARKET  II,451 FERRY ST,EVERETT,"$224,456.75 "
LATIN MARKET,362 FERRY STREET,EVERETT,"$341,851.50 "
LUCKY SMOKE SHOP,423 BROADWAY,EVERETT,"$782,013.25 "
MCCORMACK'S LIQUORS,82 HANCOCK ST,EVERETT,"$127,804.00 "
MCKINNON BROS INC,620 BROADWAY,EVERETT,"$339,950.75 "
MILAGROS MARKET,279 MAIN STREET,EVERETT,"$170,757.50 "
NEIGHBORHOOD CONVENIENCE,115 MAIN ST,EVERETT,"$323,530.75 "
NICHOLS MARKET,82 NICHOLS ST,EVERETT,"$34,696.75 "
PIT STOP CONVENIENCE,35 EVERETT AVENUE,EVERETT,"$18,218.75 "
POSADA MARKET,69 HANCOCK STREET,EVERETT,"$173,385.75 "
REGINA FOOD STORE,203 MAIN STREET,EVERETT,"$642,015.00 "
RICHDALE CONVENIENCE,1885 REVERE BEACH PRKWY,EVERETT,"$2,297,256.50 "
RITE AID 10164,405 BROADWAY,EVERETT,"$156,184.25 "
RT 99 SMOKE SHOP,893 BROADWAY,EVERETT,"$2,502,171.50 "
SALINAS CONVENIENCE,187 MAIN ST,EVERETT,"$134,194.25 "
SAMYS CONVENIENCE STORE,399 FERRY STREET,EVERETT,"$479,916.25 "
STAR CONVENIENCE BEER & WINE,178 CHELSEA STREET,EVERETT,"$1,274,532.75 "
STEWARTS PUB,140 JEFFERSON AVENUE,EVERETT,"$4,699.00 "
STOP & SHOP #492,1690 REVERE BCH PKWY,EVERETT,"$911,010.50 "
SUPER JC MARKET,67 CHELSEA STREET,EVERETT,"$158,648.25 "
TASTY GARDEN RESTAURANT,444 BROADWAY,EVERETT,"$348,001.50 "
THE CORNER STORE,63 BUCKNAM STREET,EVERETT,"$459,104.25 "
THE CORNER STORE,5 SYCAMORE ST,EVERETT,"$1,643,985.00 "
THE LINE STEAK & BREW,10 WOODLAWN AVE,EVERETT,"$383,456.75 "
TROPICAL PLAZA,435 FERRY STREET,EVERETT,"$31,816.75 "
U S CONVENIENCE,131 FERRY ST,EVERETT,"$487,397.50 "
UNION STREET MARKET,140 UNION ST,EVERETT,"$1,132,948.00 "
WOODY'S PARKWAY PUB,1812 REVERE BEACH PKY,EVERETT,"$475,582.00 "
ZEKE'S PUB,63 CHELSEA ST,EVERETT,"$361,275.25 "
7-ELEVEN 33057-A,188 HUTTLESTON AVE,FAIRHAVEN,"$1,930,629.75 "
ABC GAS,130 HUTTLESTON AVE,FAIRHAVEN,"$470,959.50 "
AMERICAN LEGION 166,54 MAIN ST,FAIRHAVEN,"$52,410.25 "
BAYSIDE LOUNGE,125 SCOTINCUT NECK ROAD,FAIRHAVEN,"$430,994.50 "
CARDOZAS WINE & SPIRITS,6 SCONTICUT NECK ROAD,FAIRHAVEN,"$352,428.50 "
CENTER LIQUORS,101 MIDDLE ST,FAIRHAVEN,"$214,406.50 "
CONNOLLY'S LIQUOR MART,36 HOWLAND RD,FAIRHAVEN,"$635,705.00 "
CUMBERLAND #2244,89-95 HUTTLESON AVE,FAIRHAVEN,"$1,027,125.75 "
CUMBERLAND #2288,68 MAIN ST,FAIRHAVEN,"$817,858.50 "
EBB TIDE,47 MIDDLE STREET,FAIRHAVEN,"$146,435.25 "
FAIRHAVEN WINE & SPIRITS,105 SCONTICUT NECK RD,FAIRHAVEN,"$888,967.50 "
FORT PHOENIX POST # 2892,109 MIDDLE ST,FAIRHAVEN,"$164,501.00 "
FRIENDLY FARM CONVENIENCE,121 SCONTICUT NECK RD,FAIRHAVEN,"$1,125,043.25 "
ICE HOUSE BAR & GRILL,136 HUTTLESTON AVE,FAIRHAVEN,"$593,979.00 "
JACKSON'S VARIETY,114 SCONTICUT NECK,FAIRHAVEN,"$277,825.25 "
MACKATAN GENERAL STORE,39 CAUSEWAY RD,FAIRHAVEN,$110.00 
OLD OXFORD PUB,346 MAIN ST,FAIRHAVEN,"$163,308.50 "
PAULS SPORTS CORNER,19 HOWLAND RD,FAIRHAVEN,"$381,947.25 "
PEOPLES SUPER LIQUOR,1 PEOPLES WAY,FAIRHAVEN,"$306,786.25 "
RITE AID 10196,85 HUTTLESTON AVE,FAIRHAVEN,"$215,947.25 "
SCUTTLEBUTTS,407 MAIN ST,FAIRHAVEN,"$400,359.00 "
SCUTTLEBUTTS LIQUORS,407 MAIN STREET,FAIRHAVEN,"$212,839.00 "
SEABREEZE MINI MART,235 MAIN ST,FAIRHAVEN,"$819,266.00 "
SEAPORT INN,110 MIDDLE ST,FAIRHAVEN,"$29,274.50 "
