Agent Name,Agent Address,Agent City,FY 17 Net Sales
BENTLEY PUB,602 SOUTHBRIDGE ST,AUBURN,"$527,386.00"
JACK'S VARIETY,567 SOUTHBRIDGE ST UNIT 14,AUBURN,"$528,927.50"
GALAXY NEWSTAND,385 SOUTHBRIDGE ST,AUBURN,"$564,488.75"
AUBURN AMER LEGION,88 BANCROFT ST,AUBURN,"$636,065.50"
AUBURN PACKAGE STORE,196 AUBURN ST,AUBURN,"$805,949.50"
TROY'S SPORT BAR,125 OXFORD STREET N,AUBURN,"$848,345.50"
BP GAS,481 WASHINGTON ST,AUBURN,"$882,915.00"
AUBURN PARK N SHOP,711 SOUTHBRIDGE,AUBURN,"$906,871.25"
ROUTE 20 SHELL,310 WASHINGTON STREET,AUBURN,"$1,031,490.75"
HONEY FARMS #17,714 SOUTHBRIDGE ST,AUBURN,"$1,399,105.50"
CUMBERLAND #0166,502 WASHINGTON ST,AUBURN,"$1,542,578.75"
ONE STOP,151 AUBURN ST,AUBURN,"$1,608,331.50"
KANE SHELL FOODMART,380 SOUTHBRIDGE ST,AUBURN,"$2,765,572.50"
AUBURNDALE SPIRITS,2102 COMMONWEALTH AV,AUBURNDALE,"$171,613.50"
STAR MKT 4568,2040 COMM  AVE,AUBURNDALE,"$454,579.00"
SPEEDWAY #2426,2370 COMM AVE,AUBURNDALE,"$526,589.00"
AUBURNDALE MARKET,345 AUBURN STREET,AUBURNDALE,"$1,193,535.75"
BEN'S POUR HOUSE,39 EAST MAIN STREET,AVON,"$31,138.00"
AVON GAS AND SERVICE,284 E MAIN ST,AVON,"$77,593.00"
SLAP SHOTZ FAMILY SPORTS PUB,39 E MAIN ST,AVON,"$190,502.00"
BIG JIMS LIQUORS,155 EAST MAIN ST,AVON,"$309,869.50"
AVON VARIETY,490 W MAIN ST     SU 1,AVON,"$768,350.00"
VFW POST 8892,263 E MAIN ST,AVON,"$971,874.25"
A-1 MARKET,85 E MAIN ST,AVON,"$2,617,629.25"
TOWN FOOD MART,17 NORTH MAIN ST,AVON,"$2,732,608.00"
MR MIKE'S 309,27 HARVARD RD,AYER,"$29,054.75"
AYER PACKAGE STORE,48 MAIN ST,AYER,"$53,390.00"
CHUNG GE ORIENTAL MARKET,210 D W MAIN ST,AYER,"$64,735.50"
THE VINEYARD,63 PARK ST,AYER,"$89,731.75"
BARNUM  ROAD LIQUORS,1 BARNUM RD,AYER,"$114,743.75"
CARLIN'S RESTAURANT,5-7 DEPOT SQ,AYER,"$135,814.50"
AYER SHOP AND SAVE,22 FITCHBURG RD,AYER,"$201,593.25"
TINY'S RESTAURANT,2 GROTON-SCHOOL RD,AYER,"$420,527.00"
NASHOBA RESTAURANT,14 CENTRAL AVE,AYER,"$473,786.00"
JACK O'LANTERN,2 LITTLETON RD,AYER,"$486,354.25"
G W  ARCHER,70 MAIN ST,AYER,"$705,691.50"
AYER GULF,20-30 PARK ST,AYER,"$862,179.00"
AYER CONVENIENCE,60 PARK STREET,AYER,"$1,007,947.00"
PAULINES VARIETY,67 E MAIN ST,AYER,"$1,919,975.50"
VILLAGE LIQUOR & MINI MART,7 ELM ST,BALDWINVILLE,"$334,338.75"
CUMBERLAND #6687,35 ELM ST,BALDWINVILLE,"$1,672,912.25"
BARNSTABLE MARKET,3220 MAIN STREET,BARNSTABLE,"$49,755.75"
OLD VILLAGE STORE,2455 MEETINGHOUSE WAY,BARNSTABLE,"$125,099.00"
SEVEN G LIQUOR SHOP,990 RT 6A,BARNSTABLE,"$630,677.75"
MID CAPE SERVICE CENTER,2145 IYANNOUGH RD,BARNSTABLE,"$1,598,597.00"
HIGH TIDES SEAFOOD REST,2291 WEST STREET,BARRE,"$11,293.50"
BARRE FAMILY PHARMACY,547 SUMMER ST,BARRE,"$49,580.75"
BARRE FOOD INC,596 SUMMER ST,BARRE,"$97,441.75"
THE UPPER DECK SPORTS BAR,377 STETSON RD,BARRE,"$106,329.75"
BRUSO LIQUOR MART,15 EXCHANGE ST,BARRE,"$349,367.50"
BARRE GENERAL STORE,540 VERNON AVENUE,BARRE,"$394,209.75"
VILLAGE MARKET,387 MAIN ST,BARRE,"$514,619.75"
HONEY FARMS #67,2 SUMMER ST,BARRE,"$567,867.75"
QUABBIN PLAZA LIQUORS,578 SUMMER ST,BARRE,"$611,550.75"
MARKET PLACE ON THE COMMON,6 MOULTON ST,BARRE,"$997,922.00"
BECKET GENERAL STORE,3235 MAIN STREET,BECKET,"$8,595.00"
BECKET COUNTRY STORE,609 MAIN ST,BECKET,"$309,212.75"
AMERICAN LEGION  #221,357 GREAT ROAD,BEDFORD,"$72,253.00"
SUNOCO GAS,180 GREAT RD,BEDFORD,"$87,923.00"
FITZY'S LIQUORS,36 NORTH RD,BEDFORD,"$214,379.00"
OLDE BEDFORD PACKAGE,297 GREAT RD,BEDFORD,"$241,246.50"
SULLIVAN POST 1628 VFW,76 LOOMIS STREET,BEDFORD,"$410,489.75"
LINCOLN LIQUORS,156 GREAT ROAD,BEDFORD,"$535,790.25"
STOP & SHOP #088,337 GREAT ROAD,BEDFORD,"$733,427.25"
NOURIA #4007,358 GREAT RD,BEDFORD,"$1,039,421.75"
NORTHSIDE CONVENIENCE,44 NORTH RD,BEDFORD,"$1,063,968.75"
GREAT ROAD GULF,349 GREAT RD,BEDFORD,"$2,018,916.00"
MILL VALLEY GOLF LINKS,380 MILL VALLEY RD,BELCHERTOWN,"$48,101.75"
DIAMOND FOOD MART,1066 FEDERAL ST,BELCHERTOWN,"$97,510.50"
COLD SPRING DISC LIQUOR,8 PARK ST,BELCHERTOWN,"$171,928.50"
COUNTRY CROSSROADS,43 FEDERAL ST,BELCHERTOWN,"$173,825.50"
BELCHERTOWN VFW POST 8428,41 OLD PELHAM RD,BELCHERTOWN,"$195,309.00"
YE OLDE GROG SHOPPE,32 DEPOT ST,BELCHERTOWN,"$256,098.75"
MCCARTHY'S PUB,5 EAST WALNUT ST,BELCHERTOWN,"$278,381.00"
THE GRAPEVINE GRILLE,62 TURKEY HILL RD,BELCHERTOWN,"$329,705.50"
DWIGHT STATION,1066 FEDERAL ST,BELCHERTOWN,"$373,075.50"
SUNOCO FOOD MART,122 FEDERAL ST,BELCHERTOWN,"$473,188.00"
STOP & SHOP #435,40 GEORGE HANNUM STREET,BELCHERTOWN,"$611,418.50"
CHECKER'S GENERAL STORE,2 STADLER STREET,BELCHERTOWN,"$776,436.25"
TOWN MART,10 FEDERAL ST,BELCHERTOWN,"$2,143,683.25"
BAMBOO EXPRESS,15 N MAIN ST,BELLINGHAM,"$22,192.25"
FIELD'S WINE & SPIRITS,116 MECHANIC ST,BELLINGHAM,"$75,678.25"
VERC ENTERPRISES,300 HARTFORD AVE,BELLINGHAM,"$85,602.00"
GATEWAY LIQUOR,3 MECHANIC ST,BELLINGHAM,"$92,254.75"
DOUGLAS WINE & SPIRITS,250 HARTFORD AVE,BELLINGHAM,"$93,990.50"
PETE'S BLUEBIRD,93 MENDON ST,BELLINGHAM,"$123,619.00"
140 PUB N CLUB,168 MENDON ROAD,BELLINGHAM,"$194,142.00"
ROCK N COAL PIZZA,799 SOUTH MAIN STREET,BELLINGHAM,"$204,950.00"
SAV MORE CASH,220 SOUTH MAIN STREET,BELLINGHAM,"$222,072.25"
PJ'S BAR & GRILL,191 MECHANIC STREET,BELLINGHAM,"$289,355.50"
SPEEDWAY #2475,199 HARTFORD AVE,BELLINGHAM,"$314,683.50"
7-ELEVEN 34415-B,417 PULASKI BLVD,BELLINGHAM,"$358,557.75"
VET'S PACKAGE STORE,240 S MAIN ST,BELLINGHAM,"$370,761.75"
BELLINGHAM VFW-7272,940 S MAIN ST,BELLINGHAM,"$372,140.50"
MARKET BASKET #54,274 HARTFORD AVE,BELLINGHAM,"$432,056.25"
GRUMPY'S,190 PULASKI BLVD,BELLINGHAM,"$438,996.00"
BELLINGHAM IRVING #108,300 HARTFORD AVE,BELLINGHAM,"$510,672.25"
PENGUIN CONVENIENCE,829 S MAIN ST,BELLINGHAM,"$540,632.25"
STOP & SHOP #430,70 PULASKI BLVD,BELLINGHAM,"$624,906.25"
LARRY'S PACKAGE STORE,264 N MAIN ST,BELLINGHAM,"$680,640.00"
LIL GENERAL 20,61 SOUTH MAIN ST,BELLINGHAM,"$778,879.75"
CUMBERLAND #0110,459 HARTFORD AVE,BELLINGHAM,"$815,840.25"
CUMBERLAND #6755,297 PULASKI BLVD,BELLINGHAM,"$844,717.25"
AJ'S MINI MART,137 PULASKI BLVD,BELLINGHAM,"$972,262.75"
BELLINGHAM MOBIL INC,270 N MAIN ST,BELLINGHAM,"$1,013,561.75"
MPG RAPID REFILL 123,205 MECHANIC ST,BELLINGHAM,"$1,172,878.25"
B P SHOP,1052 S MAIN ST,BELLINGHAM,"$1,281,393.75"
BELLINGHAM GROCERY,20 N MAIN STREET,BELLINGHAM,"$1,821,396.00"
BOB'S BEER & WINE,220 PULASKI BLVD,BELLINGHAM,"$2,979,929.50"
HILLTOP FARMS,201 PULASKI BLVD,BELLINGHAM,"$5,974,368.00"
PLEASANT ST STAR K,368 PLEASANT ST,BELMONT,"$126,859.75"
STAR MKT 7583/551,535 TRAPELO ROAD,BELMONT,"$360,699.50"
WAVERLY SQUARE SERVICE,27 LEXINGTON ST,BELMONT,"$519,471.25"
NINETY THREE FOOD MART,1 CUSHING AVE,BELMONT,"$648,994.25"
THE ZAYTOUN MARKET,62 CONCORD AVE,BELMONT,"$684,903.00"
A & R MARKET,360 TRAPELO RD,BELMONT,"$971,383.25"
BELMONT VARIETY,133 BELMONT ST,BELMONT,"$1,224,981.00"
HANDY SPA,243 BELMONT STREET,BELMONT,"$2,039,869.50"
L C'S MARKET,326 TRAPELO ROAD,BELMONT,"$2,902,458.00"
COUNTRYSIDE PACKAGE,130 MYRICKS ST,BERKLEY,"$127,669.25"
BERKLEY FARMS,539 BERKLEY ST,BERKLEY,"$462,953.75"
THE COMMON CROSSING,11 N MAIN ST,BERKLEY,"$837,846.75"
NEW ENGLAND FARMS,145 MYRICKS RD,BERKLEY,"$1,566,653.25"
BERLIN GENERAL STORE,19 CENTRAL STREET,BERLIN,"$73,613.25"
DAIGNEAULT'S LIQUORS,264 WEST ST,BERLIN,"$143,984.50"
ENERGY NORTH #2121,265 CENTRAL STREET,BERLIN,"$156,362.25"
LOWES VARIETY,19 CENTRAL ST,BERLIN,"$160,496.25"
FLAT PENNY BAR & GRILL,263 WEST ST,BERLIN,"$174,048.50"
BERLIN LIQUORS,3 BASSETT ROAD,BERLIN,"$184,811.25"
BERLIN EXXON,139 COOLIDGE STREET,BERLIN,"$821,516.75"
NOURIA #4005,64 RIVER RD WEST,BERLIN,"$862,355.25"
THE COUNTRY CORNER STORE,44 CHURCH ST,BERNARDSTON,"$857,986.25"
BORAHS CONVENIENCE,175 RANTOUL ST,BEVERLY,"$44,744.50"
RITE AID 10132,377 CABOT STREET,BEVERLY,"$64,178.75"
CENTERVILLE GAS & MART,443 ESSEX ST,BEVERLY,"$67,392.00"
ANMOL RESTAURANT,258 RANTOUL ST,BEVERLY,"$77,177.00"
BEVERLY SUPER PETROLEUM,61 CABOT ST,BEVERLY,"$80,623.50"
ON THE WAY CONVENIENCE,130 CABOT ST,BEVERLY,"$82,571.75"
SUPER PETROLEUM,61 CABOT ST,BEVERLY,"$85,744.75"
WOODBERY FOOD MARKET,157 ESSEX STREET,BEVERLY,"$99,590.50"
GLORIA FOOD STORE,268 RANTOUL ST,BEVERLY,"$100,126.25"
DEPOT LIQUORS,23 ENON ST,BEVERLY,"$126,761.50"
JACOBS CORNER,278 RANTOUL ST,BEVERLY,"$145,968.00"
JAY SQUARE,500 CUMMINGS CNTR #1640,BEVERLY,"$150,885.50"
TEDESCHI  #419,52 CABOT STREET,BEVERLY,"$153,272.75"
FIBBER MCGEE'S,104 CABOT ST,BEVERLY,"$168,783.00"
BEVERLY LODGE #1309,39 BOW ST,BEVERLY,"$200,676.25"
ELLIOTT BEER & WINE,242 ELLIOTT ST,BEVERLY,"$247,590.25"
SPEEDWAY #2450,295 CABOT ST,BEVERLY,"$252,862.00"
CUMMINGS CENTER  CORNER,100 CUMMNGS CTR,BEVERLY,"$300,765.50"
SPEEDWAY #2451,38 ENON ST,BEVERLY,"$317,411.00"
UNION CLUB,141 CABOT ST,BEVERLY,"$341,617.00"
CABOT VARIETY,196 CABOT STREET,BEVERLY,"$346,892.25"
IR FUEL,491 CABOT ST,BEVERLY,"$441,937.50"
CORNER VARIETY STORE,84 HALE ST,BEVERLY,"$442,434.75"
CHRISPY'S LIQUORS,335 RANTOUL ST,BEVERLY,"$577,717.00"
SUNOCO A PLUS #6003,131 BRIMBALL AVE,BEVERLY,"$581,116.50"
STOP & SHOP #032,RT 1A ENON ST,BEVERLY,"$584,151.25"
RYAL SIDE LIQUORS,146 BRIDGE ST,BEVERLY,"$597,353.50"
VITTORI-ROCCI POST56,143 BRIMBAL AVE,BEVERLY,"$601,601.25"
CROSSING CORNER MARKET,43 BECKFORD ST,BEVERLY,"$663,524.50"
SHAWS 4496,71 DODGE ST,BEVERLY,"$726,329.75"
FAST FREDDIES,44 DODGE ST,BEVERLY,"$741,512.75"
ITALIAN COMM CENTER,304 RANTOUL ST,BEVERLY,"$791,538.50"
SCHOONER HANNAH BEER & WINE,52 CABOT STREET,BEVERLY,"$821,920.75"
SONNYS MOBIL,453 ESSEX ST,BEVERLY,"$850,434.00"
ANCHOR PUB & GRILLE,20 CABOT ST,BEVERLY,"$928,101.00"
MPG #120,RTE 128 N REST AREA,BEVERLY,"$984,105.00"
CABOT CONVENIENCE,389 CABOT STREET,BEVERLY,"$986,014.75"
RIVER ST GRILLE,98 RIVER ST,BEVERLY,"$1,008,427.75"
BORAHS CONVENIENCE,175 RANTOUL ST,BEVERLY,"$1,047,401.00"
T D FAMILY MARKET,409 CABOT STREET,BEVERLY,"$1,091,559.50"
STOP & SHOP #081,224 ELLIOTT ST,BEVERLY,"$1,130,029.25"
ONE STOP MARKET,174 RANTOUL ST,BEVERLY,"$1,299,973.00"
BEVERLY FOOD MART,1 DODGE ST,BEVERLY,"$1,917,502.00"
7-ELEVEN 34392-A,246 ELLIOT ST,BEVERLY,"$2,019,558.50"
ONE STOP MARKET,311 CABOT ST,BEVERLY,"$2,267,235.25"
BEVERLY SHOP N GO,199 ESSEX ST,BEVERLY,"$3,252,122.00"
BEER WINE & MORE,816 BOSTON ROAD,BILLERICA,"$21,717.50"
RITE AID 10110,467 BOSTON ROAD,BILLERICA,"$61,439.00"
EAST BILLERICA SHELL,320 SALEM ROAD,BILLERICA,"$79,904.50"
KMART 3288,484 BOSTON RD,BILLERICA,"$85,618.00"
TILTED KILT,15 MIDDLESEX TURNPIKE,BILLERICA,"$121,011.00"
GAS CITY,221 ANDOVER RD,BILLERICA,"$134,864.25"
129 LIQUORS,252 SALEM RD,BILLERICA,"$154,874.25"
SHOP N GO,326 SALEM ROAD,BILLERICA,"$222,191.75"
ROUTE 3A SHELL,760 BOSTON RD,BILLERICA,"$228,991.00"
TURNPIKE MARKET,509 MIDDLESEX TRNPIKE,BILLERICA,"$253,265.50"
PIZZA MIA,758 BOSTON ROAD,BILLERICA,"$316,231.00"
STELIOS FAMILY RESTAURANT,293 BOSTON ROAD,BILLERICA,"$350,712.00"
GEORGIO'S LIQUORS,480 BOSTON RD,BILLERICA,"$369,946.25"
OCONNOR TRUE VALUE HARDWARE,446 BOSTON RD,BILLERICA,"$379,234.50"
TEDESCHI  #411,1 BRIDLE ROAD,BILLERICA,"$483,246.00"
BILLERICA SMOKE SHOP,480 BOSTON RD #108,BILLERICA,"$487,639.25"
AUGUSTA LIQUORS,599 BOSTON ROAD,BILLERICA,"$522,765.50"
BEER WINE & MORE,816 BOSTON ROAD,BILLERICA,"$527,984.00"
MARKET BASKET #17,496 BOSTON ROAD,BILLERICA,"$556,945.50"
LODGE OF ELKS #2071,14 WEBB BROOK ROAD,BILLERICA,"$583,057.75"
TOWNE WINE & SPIRITS,700 BOSTON ROAD,BILLERICA,"$599,326.50"
MARKET BASKET #07,700 BOSTON ROAD,BILLERICA,"$619,361.25"
CENTER CAFE,432 BOSTON RD,BILLERICA,"$632,698.50"
ALLTOWN #2743,1 REPUBLIC RD,BILLERICA,"$727,892.00"
STOP N GO MART,880 BOSTON RD,BILLERICA,"$750,708.00"
BOSTON ROAD MOBIL,441 BOSTON RD,BILLERICA,"$969,112.50"
PACE,261 BOSTON ROAD,BILLERICA,"$1,038,821.75"
FILL N CHILL,653 BOSTON RD,BILLERICA,"$1,048,408.75"
NEWTOWNE GRILLE,838 BOSTON RD,BILLERICA,"$1,081,570.25"
SHOP N GO,326 SALEM RD,BILLERICA,"$1,116,900.75"
TURNPIKE MOBIL,612 MIDDLESEX TPK,BILLERICA,"$1,344,049.75"
ONE BRIDLE MARKET,1 BRIDLE RD,BILLERICA,"$1,417,643.25"
DELI MART,258 SALEM RD,BILLERICA,"$1,438,550.75"
JIM'S QUICK STOP,502 BOSTON RD,BILLERICA,"$1,628,949.75"
BELL FOOD MART,852 BOSTON RD,BILLERICA,"$1,863,699.00"
7-ELEVEN 11510-D,826 BOSTON ROAD,BILLERICA,"$1,925,845.00"
THRIFTY DISCOUNT LIQUORS,97 MAIN ST,BLACKSTONE,"$200,286.00"
MAIN ST DISCOUNT LIQUORS,157 MAIN ST,BLACKSTONE,"$219,116.25"
ROAST HOUSE,3 FARM ST,BLACKSTONE,"$238,547.50"
MILLERVILLE MEN'S CLUB,8 LLOYD ST,BLACKSTONE,"$246,270.00"
BLACKSTONE PARK N SHOP,2 MAIN ST,BLACKSTONE,"$341,205.25"
D & H VARIETY,1210 SOCIAL ST,BLACKSTONE,"$341,234.50"
EMMANUEL MART,63 MAIN ST,BLACKSTONE,"$343,962.50"
CUMBERLAND #0190,1 MAIN ST,BLACKSTONE,"$630,758.00"
7-ELEVEN 34416-H,114 MAIN ST,BLACKSTONE,"$857,095.25"
ANDERSON'S VARIETY,266 BLACKSTONE ST,BLACKSTONE,"$917,872.75"
FAMILY GROCER,202 MAIN ST,BLACKSTONE,"$962,353.75"
BLACKSTONE SMOKE SHOP,2 MAIN ST,BLACKSTONE,"$1,496,439.50"
BLANDFORD COUNTRY STORE,98 MAIN ST,BLANDFORD,"$109,109.50"
ALLTOWN #850,29 1 EAST MASS PIKE,BLANDFORD,"$227,292.00"
ALLTOWN #851,29 1 WEST MASS PIKE,BLANDFORD,"$252,799.50"
BOLTON XTRA MART,460 MAIN ST,BOLTON,"$5,813.00"
TWIN SPRINGS GOLF COURSE,295 WILDER RD,BOLTON,"$16,007.75"
BOLTON MOBIL,460 MAIN ST,BOLTON,"$20,026.25"
DAIGNEAULT'S LIQUORS,25 FORBUSH MILL RD,BOLTON,"$45,546.75"
FOTINI'S,544 WATTAQUADOCK HILL RD,BOLTON,"$88,680.50"
COUNTRY CUPBOARD INC,476 MAIN ST,BOLTON,"$826,688.25"
ST MARYS LYCEUM INC,3036 HIGH ST,BONDSVILLE,"$87,034.00"
CONVENIENCE PLUS #3714,86 S MAIN ST,BONDSVILLE,"$724,438.25"
ERCY CONVENIENCE,110 CHAUNCY STREET,BOSTON,$703.00
HONG KONG,65 CHATHAM ST,BOSTON,"$6,323.00"
ROCHE BROS  #121,8 SUMMER ST,BOSTON,"$8,316.00"
CENTERFOLDS,12-18 LAGRANGE ST,BOSTON,"$9,473.00"
SHAWMUT GROCERY,614 SHAWMUT AVE,BOSTON,"$27,236.75"
CJ SHOP,600 WASHINGTON ST,BOSTON,"$29,020.00"
K AND B'S COFFEE SHOP,19 STANIFORD ST,BOSTON,"$29,579.25"
BROTHERS MINI MARKET,802 A TREMONT STREET,BOSTON,"$30,235.75"
W.J. BOOKSTORE,214 LINCOLN ST,BOSTON,"$33,920.50"
RAMROD/MACHINE,1252 BOYLSTON ST,BOSTON,"$37,265.00"
THE 99 LOBBY SHOP,99 HIGH ST,BOSTON,"$37,644.75"
H-H CONVENIENCE STORE,423 WASHINGTON ST (T STATION),BOSTON,"$52,596.25"
MARTINS NEWS SHOP,1 POST OFFICE SQUARE,BOSTON,"$54,123.75"
RICHDALE FOOD SHOP,23 BEACON ST,BOSTON,"$54,457.25"
TAT ON AUTO SUPPLY,16 TYLER ST,BOSTON,"$54,807.25"
EOM NEWSSTAND,201 WASHINGTON ST,BOSTON,"$72,981.00"
SIMMONS LIQUOR,210 CAMBRIDGE STREET,BOSTON,"$72,995.75"
THE 99 LOBBY SHOP,99 HIGH ST,BOSTON,"$74,089.50"
KANG'S CORNER,56B GAINSBOROUGH ST,BOSTON,"$81,786.75"
MARTINS NEWS SHOP,100 SUMMER STREET,BOSTON,"$89,894.25"
T'S PUB,973 COMMONWEALTH AVE,BOSTON,"$89,900.50"
MARTINS NEWS SHOP,75 STATE ST,BOSTON,"$90,820.25"
SIMMON'S LIQUOR,210 CAMBRIDGE ST,BOSTON,"$94,052.75"
MARTINS NEWS SHOP,53 STATE ST,BOSTON,"$98,295.50"
KS TOKEN GIFT SHOP,42 BEACH ST,BOSTON,"$107,419.00"
A & Q'S PLACE,19 STANIFORD ST,BOSTON,"$113,677.00"
BROAD STREET PAULIE'S,64 BROAD ST,BOSTON,"$114,771.75"
MARLBORO MARKET,45 MASS AVE,BOSTON,"$115,156.25"
RITE AID 10148,100 CAMBRIDGE ST,BOSTON,"$116,233.00"
YOUR CONVENIENT,110 CHAUNCY STREET,BOSTON,"$116,549.75"
BOSTON NEWS CAFE,28 STATE ST,BOSTON,"$131,375.50"
7-ELEVEN 37344,717 BOYLSTON ST,BOSTON,"$141,126.25"
CITY CONVENIENCE #08,23 BEACON STREET,BOSTON,"$141,591.00"
MARTINS NEWS SHOP,75-101 FEDERAL ST,BOSTON,"$145,282.00"
MARTINS NEWS SHOP,1 LINCOLN STREET,BOSTON,"$153,880.75"
CUMBERLAND #3535,801 MASS AVE,BOSTON,"$155,006.75"
MARTINS NEWS SHOP,ONE BEACON ST,BOSTON,"$156,387.00"
VALS PLACE,10 CAUSEWAY ST,BOSTON,"$160,502.75"
BROTHERS MINI MARKET,802 TREMONT ST,BOSTON,"$160,789.25"
COMMONWEALTH MOBIL,850 COMMONWEALTH AVE,BOSTON,"$162,163.00"
K AND G 1 STOP,15 NEW SUDBURY ST,BOSTON,"$167,576.75"
MARTINS NEWS SHOP,200 CLARENDON ST,BOSTON,"$167,639.25"
MARTINS NEWS SHOP,700 ATLANTIC AVE,BOSTON,"$177,247.25"
SAGARINO'S MARKET,106 SOUTH ST,BOSTON,"$182,591.00"
ALLTOWN #660,510 PARK DR,BOSTON,"$187,256.00"
ELL-BERN SERVICE,584 COLUMBUS AVENUE,BOSTON,"$203,605.25"
SHING HONG TRADING,70 KNEELAND ST,BOSTON,"$204,170.50"
VERNON'S LOBBY SHOP,24 NEW CHARDON ST,BOSTON,"$204,737.25"
ODB LIQUORS,732 HUNTINGTON AVE,BOSTON,"$204,836.25"
GATEWAY NEWSTAND,401 PARK DR,BOSTON,"$205,470.00"
FORT POINT MARKET,369 CONGRESS ST,BOSTON,"$205,645.50"
D & K,26 KNEELAND STREET,BOSTON,"$207,409.00"
BLUE HILL CONVENIENCE,137B BLUE HILL AVENUE,BOSTON,"$215,280.00"
PATRIOT NEWS,1 FINANCIAL CENTER,BOSTON,"$216,731.00"
GIORGIANA'S,532 TREMONT ST,BOSTON,"$216,930.25"
POUR HOUSE BAR/GRILL,909 BOYLSTON ST,BOSTON,"$217,818.25"
CITY PRODUCE,231 HARRISON AVENUE,BOSTON,"$224,603.25"
CAFFE PARADISO,255-253 HANOVER ST,BOSTON,"$225,244.00"
QUALITY MART INC,21 MASS AVE,BOSTON,"$226,047.75"
7-ELEVEN 37423,177 STATE ST,BOSTON,"$227,546.00"
JOBI LIQUORS INC,170 CAMBRIDGE ST,BOSTON,"$230,482.25"
MARTINIS  NEWS SHOP,325 HANOVER ST,BOSTON,"$235,527.25"
MARTINS NEWS SHOP,500 BOYLSTON ST,BOSTON,"$236,943.50"
7-ELEVEN 37371,122-128 CAMBRIDGE ST,BOSTON,"$240,754.25"
MARTINS NEWS SHOP,197 CLARENDON ST,BOSTON,"$241,975.25"
CITY CONVENIENCE #05,700 ALBANY ST,BOSTON,"$244,968.75"
MING'S SUPERMARKET,1102 WASHINGTON ST,BOSTON,"$254,660.25"
CINDYS CORNER,600 WASHINGTON ST,BOSTON,"$254,670.25"
MARTINS NEWS SHOP,75 ARLINGTON ST,BOSTON,"$255,051.25"
BASEBALL TAVERN INC,1270 BOYLSTON ST,BOSTON,"$257,912.50"
610 TREMONT DRUG,610 TREMONT ST,BOSTON,"$263,117.50"
MASS FOOD MARKET,603 MASSACHUSETTS AVE,BOSTON,"$266,927.25"
PRIMOS CONVENIENCE,24 JOY ST,BOSTON,"$267,320.00"
MASS CONVENTION CENTER,415 SUMMER STREET,BOSTON,"$270,203.00"
TREMONT MARKET DELI,682 A TREMONT STREET,BOSTON,"$270,602.50"
CITY CONVENIENCE #03,543 COMMONWEALTH AVE,BOSTON,"$273,665.00"
BIDDY EARLY'S,141 PEARL STREET,BOSTON,"$279,816.25"
CAPPY'S CORNER,90A WESTLAND AVE,BOSTON,"$280,636.00"
MARTINS NEWS SHOP,ONE FEDERAL ST,BOSTON,"$283,202.75"
7-ELEVEN 37369,141 MASS AVE,BOSTON,"$290,276.25"
7-ELEVEN 37395,74 STANIFORD ST,BOSTON,"$294,007.75"
MARTINS NEWS SHOP,125 HIGH STREET,BOSTON,"$294,875.00"
GOLDEN GOOSE MARKET,179 COMMERCIAL ST,BOSTON,"$297,141.50"
MSLC BOSTON C.S.,1 ASHBURTON PL.  P12,BOSTON,"$299,976.25"
SNACK N PLAY,15 NEW SUDBURY ST,BOSTON,"$312,218.25"
COMMONWEALTH MARKET,1090 COMMONWEALTH AV,BOSTON,"$314,365.75"
RICK'S PLACE,1 ASHBURTON PLACE,BOSTON,"$318,536.25"
MARTINS NEWS SHOP,1 IRON ST,BOSTON,"$326,295.50"
MARTINS NEWS SHOP,101 ARCH ST,BOSTON,"$327,678.00"
CITGO,914 HUNTINGTON AVENUE,BOSTON,"$328,532.75"
CORNER PUB OF CHINATOWN,162 LINCOLN STREET,BOSTON,"$340,146.00"
SULGRAVE NEWS V,60 STATE ST,BOSTON,"$342,199.00"
FENWAY PARK GULF,1420 BOYLSTON ST,BOSTON,"$366,270.25"
NORTH STATION LIQUORS,103 CAUSEWAY STREET,BOSTON,"$367,994.25"
ALMANY MARKET,1053-1055 TREMONT STREET,BOSTON,"$376,789.50"
ADELA SNACK PLACE,10 PARK PLAZA,BOSTON,"$377,365.00"
7-ELEVEN 37369,141 MASS AVE,BOSTON,"$385,823.25"
CITY CONVENIENCE #17,957 COMMONWEALTH AVE,BOSTON,"$388,135.75"
CORNER CAFE INC,87 PRINCE ST,BOSTON,"$390,454.00"
7-ELEVEN 35276-A,872 COMM AVE,BOSTON,"$401,205.75"
METRO CONVENIENCE,253 SUMMER ST,BOSTON,"$401,225.25"
7-ELEVEN 32464-B,70 E INDIA ROW,BOSTON,"$407,490.50"
ADAM'S CONVENIENT,120 BLACKSTONE ST,BOSTON,"$408,818.25"
SULGRAVE NEWS II,80 ARCH STREET,BOSTON,"$410,718.50"
COURT SQUARE SMOKE SHOP,15 COURT SQ,BOSTON,"$432,776.00"
TREMONT MARKET,748 TREMONT ST,BOSTON,"$436,980.00"
7-ELEVEN 25404-D,464 HANOVER ST,BOSTON,"$437,137.00"
SALEM MARKET,170 SALEM STREET,BOSTON,"$454,630.00"
BROTHER LIQUOR  STORE,616 SHAWMUT AVE,BOSTON,"$455,535.75"
7-ELEVEN 33467-A,1747 WASHINGTON ST,BOSTON,"$472,651.75"
WINTER ST ENTERPRISE,31  WINTER ST,BOSTON,"$478,407.50"
