Agent Name,Agent Address,Agent City,FY 17 Net Sales
GL GAS,440 WINTHROP ST,TAUNTON,"$1,932.00"
BOBBY'S PLACE,60-62 WEIR ST,TAUNTON,"$3,911.00"
THE UGLY DUCKLING REST & BAR,47 WEIR STREET,TAUNTON,"$36,489.50"
ANDY'S MARKET & LIQUORS,802 BAY ST,TAUNTON,"$42,477.50"
HOLIDAY INN TAUNTON,700 MYLES STANDISH BLVD,TAUNTON,"$64,693.00"
SMITTY'S SPORTS PUB,445 BAY STREET,TAUNTON,"$80,297.00"
MUTUAL GAS,440 WINTHROP STREET,TAUNTON,"$86,515.00"
RITE AID 10214,237 BROADWAY,TAUNTON,"$92,579.25"
BJ'S WHOLESALE #159,2085 BAY STREET,TAUNTON,"$97,427.00"
DAVID F ADAMS POST 611,82 INGELL STREET UNIT 4,TAUNTON,"$105,075.75"
RITE AID 10216,175 DEAN STREET,TAUNTON,"$110,787.00"
COUNTY LIQUORS,539 COUNTY ST,TAUNTON,"$115,063.00"
PUB 76,76 WEIR STREET,TAUNTON,"$122,182.50"
CVS  ATTN:  LOTTERY,7 WASHINGTON ST,TAUNTON,"$124,731.00"
BRENNAN'S SMOKE SHOP,ONE BROADWAY,TAUNTON,"$130,368.00"
GOLDSTEINS 5 & 10,428 BAY ST,TAUNTON,"$188,101.50"
TAUNTON WINE & SPIRITS,239 BROADWAY,TAUNTON,"$190,624.50"
GRAMPY'S,165-167 HIGH STREET,TAUNTON,"$191,261.50"
RITE AID 10215,51 TREMONT STREET,TAUNTON,"$195,387.25"
96 WINTHROP GAS,96 WINTHROP ST,TAUNTON,"$219,149.75"
VAULT LIQUORS,280 WINTHROP ST,TAUNTON,"$220,851.75"
REGAL FOOD MART,356 BAY ST,TAUNTON,"$250,011.25"
CRONIN'S SPA,36 ADAMS ST,TAUNTON,"$257,588.50"
GLOBE LIQUORS,5 CAPE HIGHWAY,TAUNTON,"$270,047.25"
SPEEDWAY #2516,23 CAPE RD,TAUNTON,"$281,703.25"
TAUNTON SPORTS CLUB,33 BAKER RD,TAUNTON,"$302,789.75"
WILLY J'S PUB,599 WINTHROP ST,TAUNTON,"$305,120.00"
EAGAN'S PACKAGE STORE,48 COHANNET ST,TAUNTON,"$318,709.25"
CHOICE MART,2 GALLERIA MALL DR,TAUNTON,"$343,114.75"
K & K FOOD MART,83 1/2 BROADWAY,TAUNTON,"$357,141.75"
SPEEDWAY #2432,943 COUNTY ST,TAUNTON,"$362,409.75"
GEKO TAUNTON,229 WEIR ST,TAUNTON,"$378,896.50"
REGAL LIQUOR & FOOD MART,356 BAY ST,TAUNTON,"$384,201.25"
Y & Y MINI MART,2 GALLERIA MALL DR,TAUNTON,"$410,853.75"
PORT AMER CIVIC CLUB,175 SCHOOL ST,TAUNTON,"$417,878.75"
PARK NEWS,28 BROADWAY,TAUNTON,"$433,342.75"
PRESTIGE CARWASH & GAS,13 CAPE RD,TAUNTON,"$435,493.00"
CUMBERLAND #2340,318 COUNTY ST,TAUNTON,"$445,224.75"
BAHA BROS SANDBAR GRILL,64 WEIR ST,TAUNTON,"$475,244.50"
STAR FOOD MART,93 1/2 PLAIN STREET,TAUNTON,"$505,039.00"
STANDISH GAS,240 ALFRED LORD BLVD,TAUNTON,"$507,711.50"
ATLANTIC CAFE,10 PLAIN ST,TAUNTON,"$515,477.25"
ITALIAN  NATURALIZATION,46 WALES ST,TAUNTON,"$527,139.50"
POLISH AMERICAN CLUB,314-316 BAY STREET,TAUNTON,"$556,035.50"
FRANKS GOODTIME LOUNGE,381 WINTHROP ST,TAUNTON,"$589,536.00"
HANNAFORD #8383,255 J E WARNER BLVD,TAUNTON,"$601,201.75"
TRUCCHI'S MARKET #1,53 TREMONT ST,TAUNTON,"$611,293.00"
TREMONT LIQUORS,43 TREMONT ST,TAUNTON,"$685,668.75"
WALT'S AUTO,289 BROADWAY,TAUNTON,"$701,523.00"
BINS MART,309 WHITTENTON ST,TAUNTON,"$772,035.75"
TAUNTON FOOD MART,12 WASHINGTON STREET,TAUNTON,"$811,833.00"
HOMEPLATE,1094 BAY STREET,TAUNTON,"$813,373.50"
TRUCCHI'S MARKET #3,534 COUNTY ST,TAUNTON,"$816,642.75"
TAUNTON SERVICE & CONVENIENCE,48 BROADWAY,TAUNTON,"$843,616.25"
WEIR FRUIT,519 WEIR ST,TAUNTON,"$846,134.00"
OAKLAND VARIETY,246 TREMONT ST,TAUNTON,"$875,679.75"
TAUNTON MART,1095 COUNTY ST,TAUNTON,"$909,473.50"
CUMBERLAND #2325,141 BROADWAY,TAUNTON,"$910,786.00"
ANDY'S SUPERMARKET,802 BAY ST,TAUNTON,"$943,394.25"
PETE'S MART,370 COUNTY ST,TAUNTON,"$948,926.75"
44 EXPRESS,400 WINTHROP ST,TAUNTON,"$949,818.25"
STOP N SAVE,648 COUNTY ST,TAUNTON,"$1,061,046.00"
SUNNY'S CONVENIENCE,100 LAWTON ST,TAUNTON,"$1,132,037.50"
COUNTRY FARM,285 WINTHROP ST,TAUNTON,"$1,163,491.75"
EAGLES SOCCER CLUB,29 OAK ST,TAUNTON,"$1,204,640.00"
MPG GAS #105,231 BROADWAY,TAUNTON,"$1,442,613.75"
SMART STOP SHOP,306 WINTHROP ST,TAUNTON,"$1,531,564.25"
B & E VARIETY,185 WEIR ST,TAUNTON,"$1,629,319.75"
TOWN FOOD MART,426 BAY ST,TAUNTON,"$1,647,085.25"
7-ELEVEN 37398,2068 BAY ST,TAUNTON,"$1,888,339.00"
GIRLIES VARIETY,96 OAK ST,TAUNTON,"$1,963,721.00"
STORE 44,73 WINTHROP ST,TAUNTON,"$2,862,080.50"
EXPRESS MART,4 ALPHONSE ST,TEATICKET,"$1,173,182.50"
TEATICKET MARKET,125 TEATICKET HWY,TEATICKET,"$1,325,288.25"
CANDLELIGHT,712 PATRIOTS ROAD,TEMPLETON,"$71,966.00"
PATRIOT PACKAGE,394A PATRIOTS ROAD,TEMPLETON,"$212,277.75"
M & S SERVICE,1875-R MAIN STREET,TEWKSBURY,"$4,341.00"
THE TOBACCONIST,1875 MAIN ST,TEWKSBURY,"$22,921.00"
A L PRIME ENERGY,1258 MAIN ST,TEWKSBURY,"$32,891.75"
DISCOUNT MADNESS,1325 MAIN ST,TEWKSBURY,"$54,484.25"
RICHDALE,1899 MAIN STREET UNIT 3,TEWKSBURY,"$60,707.00"
RITE AID 10125,953 ANDOVER ST,TEWKSBURY,"$62,018.00"
J C SPIRITS,1699 SHAWSHEEN ST,TEWKSBURY,"$110,022.25"
KNIGHTS OF COLUMBUS,2068 MAIN ST,TEWKSBURY,"$121,325.75"
M & S AUTO SERVICE,1258 MAIN ST,TEWKSBURY,"$193,685.75"
CUMBERLAND #6759,270 MAIN ST,TEWKSBURY,"$218,241.25"
RT 38 SMOKE SHOP,553 MAIN ST,TEWKSBURY,"$223,373.50"
MAIN STREET LIQUORS,391 MAIN ST,TEWKSBURY,"$242,907.00"
TEWKSBURY POST 8164,87 VERNON ST,TEWKSBURY,"$284,835.50"
SAM'S VARIETY,2316 MAIN ST,TEWKSBURY,"$327,923.75"
CHOPSTICK EXPRESS,910 ANDOVER STREET,TEWKSBURY,"$376,375.50"
THE SKYBOX,553 MAIN STREET,TEWKSBURY,"$381,940.75"
SMITTYS LIQUORS,1091 MAIN ST,TEWKSBURY,"$387,687.25"
SHAMROCK OF TEWKSBURY,10 MAIN ST,TEWKSBURY,"$404,450.25"
TJ CALLAHAN'S PUB,1475 MAIN STREET,TEWKSBURY,"$465,953.25"
SPEEDWAY #2485,1910 ANDOVER ST,TEWKSBURY,"$546,605.75"
NOURIA #4034,1975 MAIN ST,TEWKSBURY,"$570,189.50"
MARKET BASKET #22,1900 MAIN STREET,TEWKSBURY,"$639,675.25"
ELKS FUEL,2 MAIN ST,TEWKSBURY,"$646,520.00"
MAVERICKS BAR,2212 MAIN ST,TEWKSBURY,"$648,012.00"
KYOTO JAPANESE STEAKHOUSE,1487 MAIN ST,TEWKSBURY,"$648,868.50"
MNP MART,1992 MAIN ST,TEWKSBURY,"$659,269.75"
OAKDALE LIQUORS,1900 MAIN ST,TEWKSBURY,"$668,654.75"
AUBUT'S LIQUORS,1768 MAIN ST,TEWKSBURY,"$695,312.25"
MARKET BASKET #08,10 MAIN ST,TEWKSBURY,"$740,530.25"
ANDYS VARIETY PACKAGE,420 WOBURN STREET,TEWKSBURY,"$744,981.00"
7-ELEVEN 37501,2280 MAIN ST,TEWKSBURY,"$786,558.50"
ENERGY NORTH #2110,1700 SHAWSHEEN ST,TEWKSBURY,"$911,225.50"
WILMINGTON ELKS 2070,777 SOUTH STREET,TEWKSBURY,"$949,456.75"
JADE EAST,433 MAIN ST,TEWKSBURY,"$1,072,994.50"
TEWKSBURY MOBIL,940 ANDOVER ST,TEWKSBURY,"$1,232,995.25"
GALLOWAY'S GROCERETTE,1079 MAIN ST,TEWKSBURY,"$1,317,961.75"
E T D FOOD MART,365 MAIN STREET,TEWKSBURY,"$1,512,340.75"
DMP MART,1220 MAIN ST,TEWKSBURY,"$1,519,579.50"
CRYSTALS GENERAL STORE,1120 MAIN STREET,TEWKSBURY,"$1,563,506.25"
TEWKSBURY MOBIL,1785 ANDOVER ST,TEWKSBURY,"$1,740,065.00"
WHITE DOVE PANTRY,910 ANDOVER STREET,TEWKSBURY,"$1,767,368.00"
E MARKET,1699 SHAWSHEEN STREET,TEWKSBURY,"$1,852,427.00"
HOBART'S COUNTRY STORE,2514 MAIN ST,TEWKSBURY,"$2,234,985.50"
7-ELEVEN 37501,2280 MAIN STREET,TEWKSBURY,"$2,343,664.50"
TEWKSBURY CONVENIENCE,156 SHAWSHEEN ST,TEWKSBURY,"$2,843,184.00"
ST JOSEPH CLUB,18 COMMERICAL ST,THORNDIKE,"$536,603.75"
JUNCTION VARIETY,4279 CHURCH STREET,THORNDIKE,"$1,131,668.75"
RAMADON'S PACKAGE STORE,2020 MAIN STREET,THREE RIVERS,"$79,940.50"
AMVETS POST,2150 MAIN ST,THREE RIVERS,"$222,686.75"
ST STANISLAUS,2114 MAIN STREET,THREE RIVERS,"$228,745.00"
S & S FOOD MART,2019 MAIN ST,THREE RIVERS,"$396,439.00"
S & S FOOD MART,2019 MAIN ST,THREE RIVERS,"$457,849.00"
COUNTRY CORNER CITGO,5 SPRINGFIELD ST,THREE RIVERS,"$894,011.75"
PUBLIC PETROLEUM,2394 MAIN ST,THREE RIVERS,"$1,258,381.50"
COUNTRY FARMS,20 MAIN STREET,TOPSFIELD,"$86,916.25"
GIL'S GROCERY,30 MAIN ST,TOPSFIELD,"$302,851.00"
CUMBERLAND #3409,20 MAIN ST,TOPSFIELD,"$651,059.00"
RITE AID 10082,MAIN ST & RTE 119,TOWNSEND,"$49,883.00"
BAILEY'S BAR & GRILLE,18 MAIN ST,TOWNSEND,"$99,921.00"
TOWNSEND PACKAGE,224 MAIN ST,TOWNSEND,"$245,625.50"
WINE NOOK,18 MAIN ST,TOWNSEND,"$341,374.75"
HANNAFORD #8009,18 MAIN ST,TOWNSEND,"$344,517.75"
MR MIKE'S #316,238 MAIN ST,TOWNSEND,"$356,940.50"
ENERGY NORTH #2102,197 MAIN STREET,TOWNSEND,"$441,469.50"
OLD BRICK STORE,440 MAIN ST,TOWNSEND,"$518,112.00"
TOWNSEND VFW,491A  MAIN ST,TOWNSEND,"$549,168.75"
HONEY LAND FARMS,251 MAIN ST,TOWNSEND,"$2,832,164.00"
RITE AID 10076,240 AVENUE A,TURNERS FALLS,"$111,063.50"
CONNECTICUT RIVER LIQUOR &,123 AVENUE A,TURNERS FALLS,"$148,327.00"
BETWEEN THE UPRIGHTS,23 AVE A,TURNERS FALLS,"$156,896.00"
MONTAGUE ELKS LODGE,1 COLUMBUS AVE,TURNERS FALLS,"$219,997.75"
ST KAZIMIER SOCIETY,197 A AVENUE,TURNERS FALLS,"$277,704.50"
HUBIE'S TAVERN & RESTAURANT,66 AVENUE A,TURNERS FALLS,"$312,057.00"
TURNER FALLS #455,132 THIRD STREET,TURNERS FALLS,"$356,834.25"
CRESTVIEW LIQUORS,68 UNITY STREET,TURNERS FALLS,"$429,963.25"
ST STANISLAW CLUB,6 K STREET,TURNERS FALLS,"$503,067.25"
NOURIA #4064,132 THIRD ST,TURNERS FALLS,"$544,180.50"
FOOD CITY,250 AVENUE A,TURNERS FALLS,"$819,848.00"
SCOTTY'S CONVENIENCE STORE,66 UNITY ST,TURNERS FALLS,"$1,062,686.00"
CUMBERLAND #6702,ONE MONTAGUE CITY RD,TURNERS FALLS,"$1,273,957.00"
SKATE 3 SNACK BAR,350 MIDDLESEX RD,TYNGSBORO,"$1,127.00"
CAFE II CIPRESSO,130 MIDDLESEX RD,TYNGSBORO,"$18,347.00"
TYNGSBORO COUNTRY CLUB,80 PAWTUCKET BLVD,TYNGSBORO,"$72,344.50"
TYNGSBOROUGH LIQUORS,24 MIDDLESEX RD,TYNGSBORO,"$161,041.00"
AMER LEGION POST 247,80 PAWRUCKET BLVD,TYNGSBORO,"$554,140.50"
MAXAMILLIANS,315 MIDDLESEX RD,TYNGSBORO,"$665,710.50"
ALLTOWN #2701,95-97 WESTFORD DR,TYNGSBORO,"$867,409.25"
THIRSTY'S,25 PARHAM RD,TYNGSBORO,"$1,048,021.25"
FLINT'S MARKET & LIQUORS,150 WESTFORD RD,TYNGSBORO,"$1,679,284.75"
G & G LIQUORS,24 WESTFORD RD,TYNGSBORO,"$1,830,306.25"
SUN CITY VARIETY,240 LAKEVIEW AVE,TYNGSBORO,"$1,969,302.50"
BRIDGEVIEW CONVENIENCE STORE,172 MIDDLESEX RD,TYNGSBORO,"$2,688,226.50"
FORREST MARINE,426 MIDDLESEX RD,TYNGSBORO,"$2,709,102.00"
LUKOIL,397 MIDDLESEX RD,TYNGSBORO,"$7,237,534.00"
COLONIAL LIQUORS,6 MILFORD ST,UPTON,"$56,500.75"
THE ROSE GARDEN RESTAURANT,16 MILFORD ST,UPTON,"$183,434.50"
COUNTRY CLUB  SOOPER,10 MAIN ST,UPTON,"$243,469.25"
LIQUOR PLUS,125 MAIN STREET,UPTON,"$275,150.00"
GASCO EXPRESS,44 MILFORD ST,UPTON,"$355,706.00"
HONEY FARMS #42,113 MAIN ST,UPTON,"$1,132,010.50"
QUAKER TAVERN,466 QUAKER HWY,UXBRIDGE,"$145,372.50"
QUAKER DELI,544 QUAKER HIGHWAY,UXBRIDGE,"$189,225.75"
HELLEN GARAGE,277 NORTH MAIN STREET,UXBRIDGE,"$189,617.50"
QUIT N TIME LIQUORS,300 N MAIN ST,UXBRIDGE,"$190,221.50"
QUAKER DELI AND CONVENIENCE,544 QUAKER HWY,UXBRIDGE,"$205,505.75"
LYNCH DRUG,20 MENDON ST,UXBRIDGE,"$210,879.00"
KAPI'S PUB,270 N  MAIN ST,UXBRIDGE,"$335,594.75"
VFW  POST #1385,13 CROSS RD,UXBRIDGE,"$336,683.50"
QUAKER XTRA MART,674 QUAKER HIGHWAY,UXBRIDGE,"$406,308.50"
UXBRIDGE BEER & WINE,158 N MAIN ST,UXBRIDGE,"$406,831.00"
HANNAS PLACE,775 QUAKER HWY,UXBRIDGE,"$447,422.25"
POL AMER SOC/CIVIC CORP,217 MENDON ST,UXBRIDGE,"$518,318.25"
HANNAFORD #14,158 N  MAIN ST,UXBRIDGE,"$542,221.25"
HONEY FARMS #82,1 NORTH MAIN ST,UXBRIDGE,"$660,323.75"
CUMBERLAND #6765,128 N MAIN STREET,UXBRIDGE,"$724,799.50"
ST'S GENERAL STORE,110 MENDON ST,UXBRIDGE,"$925,825.00"
NOURIA #4024,30 LACKEY DAM RD,UXBRIDGE,"$1,171,541.00"
NORTH END VARIETY,33 E HARTFORD AVE,UXBRIDGE,"$1,758,540.75"
CRONIG'S MARKET,109 STATE RD,VINEYARD HAVEN,$750.00
VINEYARD HAVEN XTRA MT,7-9 BEACH RD,VINEYARD HAVEN,"$233,146.00"
STOP & SHOP #423,50 S WATER STREET,VINEYARD HAVEN,"$245,328.00"
CUMBERLAND #2304,7 LAGOON POND RD,VINEYARD HAVEN,"$1,631,430.75"
WOODLAND VARIETY,455 STATE RD,VINEYARD HAVEN,"$2,763,972.25"
AMERICAN LEGION  #204,159 HARTWELL ST,W BOYLSTON,"$166,279.00"
WACHUSETT WINE AND SPIRITS,21 FRANKLIN ST,W BOYLSTON,"$175,478.00"
WACHUSETT COUNTRY CLUB,187 PROSPECT ST,W BOYLSTON,"$224,864.50"
CHOICE SMOKE SHOP,244 W BOYLSTON ST    2,W BOYLSTON,"$342,331.75"
KEEPERS,175 W BOYLSTON ST,W BOYLSTON,"$383,283.25"
THE MILL,185 W BOYLSTON ST,W BOYLSTON,"$667,058.50"
W BOYLSTON PACKAGE STORE,293 W BOYLSTON ST,W BOYLSTON,"$688,149.75"
THE DRAUGHT HOUSE BAR & GRILL,42 W BOYLSTON ST,W BOYLSTON,"$696,808.25"
CUMBERLAND #6758,184-186 W BOYLSTON ST,W BOYLSTON,"$731,179.25"
NOURIA #4025,257 W BOYLSTON ST,W BOYLSTON,"$978,507.00"
HONEY FARMS #40,106 WORCESTER RD,W BOYLSTON,"$1,274,901.50"
FYNDERS PUB,171 W BOYLSTON #2,W BOYLSTON,"$1,305,950.25"
J & J NEWS & TOBACCO,360 W BOYLSTON ST   #101,W BOYLSTON,"$1,768,247.75"
MALARKEY'S,320 WEST CENTER STREET,W BRIDGEWATER,$77.00
JESSY'S LIQUORS,387 W CENTER ST,W BRIDGEWATER,"$1,024.00"
BARRETT'S ALEHOUSE,674 W CENTER ST,W BRIDGEWATER,"$33,284.00"
CHARLIE HORSE,674 OLD WEST CENTER,W BRIDGEWATER,"$83,070.00"
YANGTZE INN,266 S MAIN ST,W BRIDGEWATER,"$115,032.00"
NIKO BAR AND GRILL,275 N MAIN ST,W BRIDGEWATER,"$138,036.50"
HARDYS FINE FOOD & CATERING,740 N MAIN ST,W BRIDGEWATER,"$159,483.50"
JESSY'S LIQUORS,387 W CENTER ST,W BRIDGEWATER,"$180,988.75"
MACY'S LIQUORS,4 SOUTH MAIN STREET,W BRIDGEWATER,"$252,376.00"
GRAND SLAM PIZZA-PUB,269 N MAIN ST,W BRIDGEWATER,"$287,055.50"
MARKET BASKET #70,352 W CENTER ST,W BRIDGEWATER,"$385,788.50"
MOTION GAS AND PROPANE,710 N MAIN STREET,W BRIDGEWATER,"$387,491.00"
HOCKOMOCK LIQUORS,235 W CENTER ST,W BRIDGEWATER,"$449,752.25"
7-ELEVEN 37387,397 WEST CENTER ST,W BRIDGEWATER,"$451,203.00"
CUMBERLAND #2353,8 N MAIN ST,W BRIDGEWATER,"$714,351.25"
BOSTON TAVERN,389 WEST CENTER ST,W BRIDGEWATER,"$755,649.00"
TOWN LINE GENERAL STORE,450 EAST CENTER ST,W BRIDGEWATER,"$814,931.25"
SHELL WEST BRIDGEWATER,506 W CENTER STREET,W BRIDGEWATER,"$836,585.00"
7-ELEVEN 37387,397 W CENTER ST,W BRIDGEWATER,"$984,033.50"
TRUCCHI'S MARKET #2,53 EAST CENTER ST,W BRIDGEWATER,"$993,308.00"
THE CORNER MARKET,227 MATFIELD ST,W BRIDGEWATER,"$1,307,686.25"
W BRIDGEWATER MOBIL MART,575 WEST CENTER ST,W BRIDGEWATER,"$1,312,017.75"
DUTCHLAND DRIVE THRU,501 N MAIN ST,W BRIDGEWATER,"$1,710,099.00"
QUICK STOP,47 NORTH MAIN STREET,W BRIDGEWATER,"$1,840,965.25"
MAIN STREET LIQUORS,11 EAST MAIN ST,W BROOKFIELD,"$197,663.00"
PLANTATION COUNTRY STORE,1 E MAIN ST,W BROOKFIELD,"$242,551.75"
YE OLDE TAVERN,7 E MAIN ST,W BROOKFIELD,"$481,516.50"
THE SPIRIT SHOPPE,143 W MAIN ST,W BROOKFIELD,"$550,611.25"
COUNTRY CORNER,118 WEST MAIN ST,W BROOKFIELD,"$1,137,577.00"
LARRY'S  PX,1591 MAIN ST,W CHATHAM,"$44,401.00"
MESERVEY HESS,1698 MAIN STREET,W CHATHAM,"$130,988.75"
SHOP AHOY LIQUORS,1589 MAIN STREET,W CHATHAM,"$279,141.50"
SWAN RIVER LIQUORS,964 A RTE 28,W DENNIS,"$75,244.75"
SUNDANCERS,116 MAIN ST,W DENNIS,"$205,255.00"
FINLEY'S LIQUORS,309 MAIN ST,W DENNIS,"$439,285.25"
7-ELEVEN 37426,964 MAIN ST RT 28,W DENNIS,"$695,604.50"
ROYAL PALACE,369 RT 28,W DENNIS,"$726,040.75"
7-ELEVEN 37426,964 MAIN ST RT 28,W DENNIS,"$735,021.00"
MURPHY'S PACKAGE STORE,410 W FALMOUTH HWY UNIT 3,W FALMOUTH,$794.00
LUKE'S SUPER LIQUORS,224 RTE 28,W HARWICH,"$188,093.75"
7-ELEVEN 34434-A,5 MAIN ST,W HARWICH,"$1,747,698.25"
W NEWBURY FOOD MART,275 MAIN ST,W NEWBURY,"$311,444.75"
KNIGHTS OF COLUMBUS,121 CHAPEL STREET,W NEWTON,"$113,201.50"
IN TOWN MARKET,979 WATERTOWN ST,W NEWTON,"$593,033.50"
RIVER STREET FOOD MART,340 RIVER STREET,W NEWTON,"$758,450.00"
HIGHLANDER FARMS,69 WALTHAM ST,W NEWTON,"$891,480.50"
CORNER MINI MART,3 BORDER ST,W NEWTON,"$1,085,582.50"
PRESTIGE,5175 WASHINGTON ST,W ROXBURY,"$5,088.75"
FAMILIA GROCERY,243 GROVE ST,W ROXBURY,"$89,025.25"
WEST ROXBURY PHARMACY,1868 CENTRE ST,W ROXBURY,"$104,514.25"
TONY'S PLACE,188 -192 BAKER ST,W ROXBURY,"$140,747.50"
SPEEDY  MARKET,4899 WASHINGTON ST,W ROXBURY,"$142,036.00"
ONE ENERGY,1465 VFW PARKWAY,W ROXBURY,"$146,872.75"
BLANCHARD'S W ROXBURY,418 LAGRANGE ST,W ROXBURY,"$164,649.25"
SPEEDWAY #2517,1779 CENTER ST,W ROXBURY,"$222,782.00"
MCCRACKEN AUTO EXPRESS,145 SPRING ST,W ROXBURY,"$234,191.50"
TOWNLINE LIQUORS,1524 VFW PARKWAY,W ROXBURY,"$263,122.25"
NICK'S PARKWAY AUTO,1200 VFW PARKWAY,W ROXBURY,"$276,756.00"
ELLAS GAS,167 SPRING STREET,W ROXBURY,"$288,119.25"
MACY'S LIQUORS,1826 CENTRE ST,W ROXBURY,"$337,051.00"
SPEEDWAY #2490,5315 WASHINGTON ST,W ROXBURY,"$389,690.25"
MR GAS,5175 WASHINGTON ST,W ROXBURY,"$436,959.50"
MARINO'S MARKET,1245 VFW PKWY,W ROXBURY,"$465,940.25"
BOSTON LODGE OF ELKS,1 MORRELL ST,W ROXBURY,"$626,739.50"
MARINO'S MARKET & DELI,1906 CENTRE ST,W ROXBURY,"$829,408.75"
GARY'S LIQUORS,655 VFW PKWY,W ROXBURY,"$893,509.25"
SHAWS 3577,75 SPRING STREET,W ROXBURY,"$1,073,278.75"
TEDESCHI  #467,7 SPRING STREET,W ROXBURY,"$1,194,686.25"
ROCHE BROS #115,1800 CENTRE STREET,W ROXBURY,"$1,263,482.50"
7-ELEVEN 37511,7 SPRING ST,W ROXBURY,"$1,710,239.75"
NEW BAKER STREET MARKET,419 BAKER ST,W ROXBURY,"$1,830,275.25"
SPEEDY MARKET,4899 WASHINGTON ST,W ROXBURY,"$2,448,982.25"
7-ELEVEN 34396-B,1710 CENTER ST,W ROXBURY,"$2,966,286.50"
PRIDE STATION & STORE,757 RIVERDALE ST,W SPRINGFIELD,"$1,667.00"
PHO BQ VIETNAMESE,764 RIVERDALE ST,W SPRINGFIELD,"$11,789.00"
CALABRESE MARKET,54 PARK STREET,W SPRINGFIELD,"$14,573.00"
ELM STREET PARTNERSHIP,195 ELM STREET,W SPRINGFIELD,"$24,295.75"
EXPO LIQUORS,1122 MEMORIAL AVE,W SPRINGFIELD,"$35,186.25"
CHARLIE'S DINER,218 UNION ST,W SPRINGFIELD,"$74,395.00"
DONUT DIP INC,1305 RIVERDALE ST,W SPRINGFIELD,"$80,620.00"
QUICK STOP,20C RIVER ST,W SPRINGFIELD,"$84,962.50"
SUNOCO #469,2668 WESTFIELD ST,W SPRINGFIELD,"$85,043.75"
CONVENIENCE MART,7 CHESTER ST,W SPRINGFIELD,"$88,396.00"
NOURIA #4069,2668 WESTFIELD ST,W SPRINGFIELD,"$102,432.00"
ASIAN STAR MARKET,753 A UNION STREET,W SPRINGFIELD,"$170,795.00"
RITE AID 10061,99 WESTFIELD STREET,W SPRINGFIELD,"$172,088.00"
MOBIL #460,1130 RIVERDALE ST,W SPRINGFIELD,"$215,738.00"
SPEEDWAY #2496,341 MEMORIAL AVE,W SPRINGFIELD,"$221,410.25"
TOWN & COUNTRY LIQS,1119 RIVERDALE ST,W SPRINGFIELD,"$252,188.50"
NOURIA #4068,1130 RIVERDALE ST,W SPRINGFIELD,"$258,445.75"
ROTARY LIQUORS,52 PARK ST,W SPRINGFIELD,"$271,752.50"
THE AMERICAN LEGION,83 PARK AVE,W SPRINGFIELD,"$282,874.75"
HAMPDEN GAS MART,562 WESTFIELD STREET,W SPRINGFIELD,"$288,025.75"
QUICK STOP FOOD,20 C RIVER STREET,W SPRINGFIELD,"$318,277.50"
CONVENIENCE MART,7 CHESTER STREET,W SPRINGFIELD,"$374,339.50"
ELM MARKET & PACKAGE,246 ELM ST,W SPRINGFIELD,"$375,267.25"
FOOD BAG,884 WESTFIELD ST,W SPRINGFIELD,"$376,797.50"
SUNOCO #465,735 WESTFIELD ST,W SPRINGFIELD,"$388,908.25"
MSLC-BIG E,AVENUE OF STATES,W SPRINGFIELD,"$429,220.25"
QUICK STOP CONVENIENCE,464 MAIN ST,W SPRINGFIELD,"$475,958.75"
CONVENIENCE PLUS #3726,2044 RIVERDALE DR,W SPRINGFIELD,"$500,779.75"
CUMBERLAND #6703,22 PARK STREET,W SPRINGFIELD,"$510,079.75"
THE COUNTRY STORE,1022 AMOSTOWN ROAD,W SPRINGFIELD,"$537,061.00"
A BERTELLI'S LIQUOR,726 MAIN ST,W SPRINGFIELD,"$594,377.50"
COLLINS TAVERN,997 WESTFIELD ST,W SPRINGFIELD,"$621,601.00"
SUNOCO #402,518 MEMORIAL AVE,W SPRINGFIELD,"$630,143.00"
BIG Y #03,503 MEMORIAL DR,W SPRINGFIELD,"$700,839.75"
EZEE MART,83 RIVER STREET,W SPRINGFIELD,"$732,585.25"
NOURIA #4067,735 WESTFIELD ST,W SPRINGFIELD,"$771,127.25"
POWERS REST/CAFE,76 WESTFIELD ST,W SPRINGFIELD,"$776,684.00"
STOP & SHOP #094,935 RIVERDALE RD,W SPRINGFIELD,"$995,455.00"
WESTFIELD FOODMART,2260 WESTFIELD ST,W SPRINGFIELD,"$1,238,716.75"
NOURIA #4066,518 MEMORIAL AVE,W SPRINGFIELD,"$1,245,268.50"
CUMBERLAND #6730,143 PARK AVE,W SPRINGFIELD,"$1,262,893.25"
SHELL FOOD MART,173 ELM ST,W SPRINGFIELD,"$1,305,798.25"
PRIDE STATION & STORE,1247 RIVERDALE AVE,W SPRINGFIELD,"$1,547,615.75"
E-ZEE MART,662 KINGS HIGHWAY,W SPRINGFIELD,"$2,240,521.25"
EZEE MART,50 MORGAN ROAD,W SPRINGFIELD,"$2,952,743.50"
QUEENSBORO WINE & SPIRITS,26 MAIN ST,W STOCKBRIDGE,"$65,082.25"
PUBLIC MARKET,8 MAIN ST,W STOCKBRIDGE,"$212,918.00"
CONROY APOTHECARY,459 STATE RD,W TISBURY,"$247,364.50"
PEPIN LIQUORS,2259 CRANBERRY HWY,W WAREHAM,"$255,589.50"
ANCHOR LIQUORS,2360 CRANBERRY  HWY,W WAREHAM,"$401,864.25"
